SQL_ApplicationId,API_ApplicationId,SQL_ApplicationReference,API_ApplicationReference,SQL_BrokerId,API_BrokerId,SQL_MemberId,API_MemberId,SQL_MemberReference,API_MemberReference,SQL_MemberName,API_MemberName,SQL_Discriminator,API_ApplicationType,SQL_EmailAddress,API_ApplicationUnderwriterEmail,SQL_PolicyStartDate,API_PolicyStartDate,SQL_PolicyEndDate,API_PolicyEndDate,SQL_IsRenewalApplication,API_IsRenewalApplication,API_ApplicationProductType,API_ApplicationFirstTransaction,API_BrokerReference,API_BrokerName,Test Case Status
76020,76020,1044555,1044555,849,849,44873,44873,73297,73297,Member 02Sep1450,Member 02Sep1450,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-10-01 12:00:00 +00:00,2020-10-01T12:00:00+00:00,2021-10-01 12:00:00 +00:00,2021-10-01T12:00:00+00:00,false,false,P&I,274452,199,RIVERS INSURANCE BROKERS PTY LTD,Test Case passed
76019,76019,1044554,1044554,780,780,44873,44873,73297,73297,Member 02Sep1450,Member 02Sep1450,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-10-01 12:00:00 +00:00,2020-10-01T12:00:00+00:00,2021-10-01 12:00:00 +00:00,2021-10-01T12:00:00+00:00,false,false,P&I,274449,104,POST & CO (P & I),Test Case passed
76018,76018,1044553,1044553,780,780,44872,44872,73296,73296,Member 01Sep1033,Member 01Sep1033,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-10-01 12:00:00 +00:00,2020-10-01T12:00:00+00:00,2021-10-01 12:00:00 +00:00,2021-10-01T12:00:00+00:00,false,false,P&I,274445,104,POST & CO (P & I),Test Case passed
76017,76017,1044552,1044552,882,882,44871,44871,73295,73295,MyMember,MyMember,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-08-28 12:00:00 +00:00,2020-08-28T12:00:00+00:00,2021-08-28 12:00:00 +00:00,2021-08-28T12:00:00+00:00,false,false,P&I,274439,119,SEALION SHIPPING,Test Case passed
76016,76016,1044552,1044552,882,882,44871,44871,73295,73295,MyMember,MyMember,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-08-28 12:00:00 +00:00,2020-08-28T12:00:00+00:00,2021-08-28 12:00:00 +00:00,2021-08-28T12:00:00+00:00,false,false,P&I,274436,119,SEALION SHIPPING,Test Case passed
76015,76015,1044551,1044551,882,882,44866,44866,73290,73290,Suraj Member,Suraj Member,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-08-26 12:00:00 +00:00,2020-08-26T12:00:00+00:00,2021-08-26 12:00:00 +00:00,2021-08-26T12:00:00+00:00,false,false,P&I,274434,119,SEALION SHIPPING,Test Case passed
76014,76014,1044551,1044551,882,882,44866,44866,73290,73290,Suraj Member,Suraj Member,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-08-26 12:00:00 +00:00,2020-08-26T12:00:00+00:00,2021-08-26 12:00:00 +00:00,2021-08-26T12:00:00+00:00,false,false,P&I,274433,119,SEALION SHIPPING,Test Case passed
76013,76013,1044550,1044550,882,882,44871,44871,73295,73295,MyMember,MyMember,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-08-28 12:00:00 +00:00,2020-08-28T12:00:00+00:00,2021-08-28 12:00:00 +00:00,2021-08-28T12:00:00+00:00,false,false,P&I,274431,119,SEALION SHIPPING,Test Case passed
76012,76012,1044549,1044549,882,882,44866,44866,73290,73290,Suraj Member,Suraj Member,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-08-27 12:00:00 +00:00,2020-08-27T12:00:00+00:00,2021-08-27 12:00:00 +00:00,2021-08-27T12:00:00+00:00,false,false,P&I,274430,119,SEALION SHIPPING,Test Case passed
76011,76011,1044548,1044548,882,882,44866,44866,73290,73290,Suraj Member,Suraj Member,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-08-27 12:00:00 +00:00,2020-08-27T12:00:00+00:00,2021-08-27 12:00:00 +00:00,2021-08-27T12:00:00+00:00,false,false,P&I,274429,119,SEALION SHIPPING,Test Case passed
76010,76010,1044547,1044547,882,882,44866,44866,73290,73290,Suraj Member,Suraj Member,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,2020-08-27 12:00:00 +00:00,2020-08-27T12:00:00+00:00,2021-08-27 12:00:00 +00:00,2021-08-27T12:00:00+00:00,false,false,P&I,274428,119,SEALION SHIPPING,Test Case passed
