SQL_ApplicationId,SQL_Party_Id,API_Party_Id,SQL_PartyRoleTypeName,API_PartyRoleTypeName,SQL_AccociatedPartyId,API_AccociatedPartyId,SQL_CrmIdentifier,API_CrmIdentifier,SQL_OrganisationName,API_OrganisationName,SQL_Salutation,API_Salutation,SQL_FirstName,API_FirstName,SQL_MiddleName,API_MiddleName,SQL_LastName,API_LastName,SQL_Name,API_Name,SQL_SearchName,API_SearchName,SQL_EmailAddress,API_EmailAddress,SQL_Telephone,API_Telephone,SQL_Fax,API_Fax,SQL_Address_Id,API_Address_Id,SQL_AddressName,API_AddressName,SQL_Line1,API_Line1,SQL_Line2,API_Line2,SQL_Line3,API_Line3,SQL_City,API_City,SQL_StateOrProvince,API_StateOrProvince,SQL_Country,API_Country,SQL_Postcode,API_Postcode,Test Case Status
76029,112609,112609,Joint Assured,Joint Assured,191284,191284,295CEC75-7524-4EDD-8D9E-5177392F21FE,295cec75-7524-4edd-8d9e-5177392f21fe,null,null,Captain,Captain,P4,P4,null,null,JA_Party2,JA_Party2,P4 JA_Party2,Captain P4 JA_Party2,P4 JA_Party2,P4 JA_Party2,null,null,null,null,null,null,113024,113024,JA_Party2 AddName,JA_Party2 AddName,JA_Party2 L1,JA_Party2 L1,JA_Party2 L2,JA_Party2 L2,null,null,Barnsley,Barnsley,South Yorkshire,South Yorkshire,UNITED KINGDOM,UNITED KINGDOM,S20 1sh,S20 1sh,Test Case is passed
76029,112611,112611,Joint Assured,Joint Assured,191283,191283,83D4E659-DC40-472A-B12E-229D42C01A72,83d4e659-dc40-472a-b12e-229d42c01a72,null,null,Dr.,Dr.,P6,P6,null,null,JA_Party4,JA_Party4,P6 JA_Party4,Dr. P6 JA_Party4,P6 JA_Party4,P6 JA_Party4,null,null,null,null,null,null,113026,113026,JA_Party4 AddName,JA_Party4 AddName,JA_Party4 L1,JA_Party4 L1,JA_Party4 L2,JA_Party4 L2,null,null,Doncaster,Doncaster,null,null,UNITED KINGDOM,UNITED KINGDOM,DN1 1ND,DN1 1ND,Test Case is passed
76029,112608,112608,Joint Assured,Joint Assured,191282,191282,39DAB1D8-BB19-4864-B572-E72B5D02DBB5,39dab1d8-bb19-4864-b572-e72b5d02dbb5,P3 JA_Party1,P3 JA_Party1,null,null,null,null,null,null,null,null,P3 JA_Party1,P3 JA_Party1,P3 JA_Party1,P3 JA_Party1,o@k.com,o@k.com,+4477558899,+4477558899,+44995544225,+44995544225,113023,113023,P3 JA_Party1 AddName,P3 JA_Party1 AddName,P3 JA_Party1 L1,P3 JA_Party1 L1,P3 JA_Party1 L2,P3 JA_Party1 L2,null,null,Halifax,Halifax,West Yorkshire,West Yorkshire,UNITED KINGDOM,UNITED KINGDOM,LE1 1LE,LE1 1LE,Test Case is passed
76029,112607,112607,InterestedParty,InterestedParty,191281,191281,7B16C878-9C42-4DE2-8FA3-26A4F01606FD,7b16c878-9c42-4de2-8fa3-26a4f01606fd,null,null,Mr.,Mr.,P2,P2,null,null,IntParty2,IntParty2,P2 IntParty2,Mr. P2 IntParty2,P2 IntParty2,P2 IntParty2,up@there.com,up@there.com,+445588669,+445588669,+445511225,+445511225,113022,113022,IntParty2 AddName,IntParty2 AddName,IntParty2 L1,IntParty2 L1,IntParty2 L2,IntParty2 L2,IntParty2 L3,IntParty2 L3,Whitby,Whitby,East Riding,East Riding,UNITED KINGDOM,UNITED KINGDOM,YO4 4WH,YO4 4WH,Test Case is passed
76029,112606,112606,InterestedParty,InterestedParty,191280,191280,EA4B4CCD-5384-401C-8AE1-43B24C08F7F5,ea4b4ccd-5384-401c-8ae1-43b24c08f7f5,P1 IntParty1,P1 IntParty1,null,null,null,null,null,null,null,null,P1 IntParty1,P1 IntParty1,P1 IntParty1,P1 IntParty1,null,null,null,null,null,null,113021,113021,P1 IntParty1 AddName,P1 IntParty1 AddName,P1 IntParty1L1,P1 IntParty1L1,P1 IntParty1L2,P1 IntParty1L2,null,null,Harrogate,Harrogate,null,null,UNITED KINGDOM,UNITED KINGDOM,YO3 3HA,YO3 3HA,Test Case is passed
76028,112611,112611,Joint Assured,Joint Assured,191279,191279,83D4E659-DC40-472A-B12E-229D42C01A72,83d4e659-dc40-472a-b12e-229d42c01a72,null,null,Dr.,Dr.,P6,P6,null,null,JA_Party4,JA_Party4,P6 JA_Party4,Dr. P6 JA_Party4,P6 JA_Party4,P6 JA_Party4,null,null,null,null,null,null,113026,113026,JA_Party4 AddName,JA_Party4 AddName,JA_Party4 L1,JA_Party4 L1,JA_Party4 L2,JA_Party4 L2,null,null,Doncaster,Doncaster,null,null,UNITED KINGDOM,UNITED KINGDOM,DN1 1ND,DN1 1ND,Test Case is passed
76028,112610,112610,Joint Assured,Joint Assured,191278,191278,E841A120-C261-49B3-BF43-E128CA8601D9,e841a120-c261-49b3-bf43-e128ca8601d9,null,P5 JA_Party3,Mrs.,null,Updated,null,null,null,P5 JA_Party3,null,Updated P5 JA_Party3,P5 JA_Party3,Updated P5 JA_Party3,P5 JA_Party3,null,null,null,null,null,null,113025,113025,P5 JA_Party3 AddName,P5 JA_Party3 AddName,P5 JA_Party3 L1,P5 JA_Party3 L1,P5 JA_Party3 L2,P5 JA_Party3 L2,null,null,Scunthorpe,Scunthorpe,null,null,UNITED KINGDOM,UNITED KINGDOM,SC1 1SC,SC1 1SC,Test Case is failed
76028,112609,112609,Joint Assured,Joint Assured,191277,191277,295CEC75-7524-4EDD-8D9E-5177392F21FE,295cec75-7524-4edd-8d9e-5177392f21fe,null,null,Captain,Captain,P4,P4,null,null,JA_Party2,JA_Party2,P4 JA_Party2,Captain P4 JA_Party2,P4 JA_Party2,P4 JA_Party2,null,null,null,null,null,null,113024,113024,JA_Party2 AddName,JA_Party2 AddName,JA_Party2 L1,JA_Party2 L1,JA_Party2 L2,JA_Party2 L2,null,null,Barnsley,Barnsley,South Yorkshire,South Yorkshire,UNITED KINGDOM,UNITED KINGDOM,S20 1sh,S20 1sh,Test Case is passed
76028,112608,112608,Joint Assured,Joint Assured,191276,191276,39DAB1D8-BB19-4864-B572-E72B5D02DBB5,39dab1d8-bb19-4864-b572-e72b5d02dbb5,P3 JA_Party1,P3 JA_Party1,null,null,null,null,null,null,null,null,P3 JA_Party1,P3 JA_Party1,P3 JA_Party1,P3 JA_Party1,o@k.com,o@k.com,+4477558899,+4477558899,+44995544225,+44995544225,113023,113023,P3 JA_Party1 AddName,P3 JA_Party1 AddName,P3 JA_Party1 L1,P3 JA_Party1 L1,P3 JA_Party1 L2,P3 JA_Party1 L2,null,null,Halifax,Halifax,West Yorkshire,West Yorkshire,UNITED KINGDOM,UNITED KINGDOM,LE1 1LE,LE1 1LE,Test Case is passed
76028,112607,112607,InterestedParty,InterestedParty,191275,191275,7B16C878-9C42-4DE2-8FA3-26A4F01606FD,7b16c878-9c42-4de2-8fa3-26a4f01606fd,null,null,Mr.,Mr.,P2,P2,null,null,IntParty2,IntParty2,P2 IntParty2,Mr. P2 IntParty2,P2 IntParty2,P2 IntParty2,up@there.com,up@there.com,+445588669,+445588669,+445511225,+445511225,113022,113022,IntParty2 AddName,IntParty2 AddName,IntParty2 L1,IntParty2 L1,IntParty2 L2,IntParty2 L2,IntParty2 L3,IntParty2 L3,Whitby,Whitby,East Riding,East Riding,UNITED KINGDOM,UNITED KINGDOM,YO4 4WH,YO4 4WH,Test Case is passed
76028,112606,112606,InterestedParty,InterestedParty,191274,191274,EA4B4CCD-5384-401C-8AE1-43B24C08F7F5,ea4b4ccd-5384-401c-8ae1-43b24c08f7f5,P1 IntParty1,P1 IntParty1,null,null,null,null,null,null,null,null,P1 IntParty1,P1 IntParty1,P1 IntParty1,P1 IntParty1,null,null,null,null,null,null,113021,113021,P1 IntParty1 AddName,P1 IntParty1 AddName,P1 IntParty1L1,P1 IntParty1L1,P1 IntParty1L2,P1 IntParty1L2,null,null,Harrogate,Harrogate,null,null,UNITED KINGDOM,UNITED KINGDOM,YO3 3HA,YO3 3HA,Test Case is passed
76027,112600,112600,Joint Assured,Joint Assured,191273,191273,2EAD981A-9CEC-46E1-A204-D6088B46D12F,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,MyParty,null,null,null,null,null,null,null,null,MyParty,MyParty,MyParty,MyParty,MyParty@MyParty.com,MyParty@MyParty.com,2342342341,2342342341,1231231221,1231231221,113015,113015,MyParty_AddressName,MyParty_AddressName,MyParty_Line1,MyParty_Line1,MyParty_Line2,MyParty_Line2,MyParty_Line3,MyParty_Line3,MyParty_City,MyParty_City,MyParty_State,MyParty_State,INDIA,INDIA,123123,123123,Test Case is passed
76026,112600,112600,Joint Assured,Joint Assured,191272,191272,2EAD981A-9CEC-46E1-A204-D6088B46D12F,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,MyParty,null,null,null,null,null,null,null,null,MyParty,MyParty,MyParty,MyParty,MyParty@MyParty.com,MyParty@MyParty.com,2342342341,2342342341,1231231221,1231231221,113015,113015,MyParty_AddressName,MyParty_AddressName,MyParty_Line1,MyParty_Line1,MyParty_Line2,MyParty_Line2,MyParty_Line3,MyParty_Line3,MyParty_City,MyParty_City,MyParty_State,MyParty_State,INDIA,INDIA,123123,123123,Test Case is passed
76024,112589,112589,Joint Assured,Joint Assured,191270,191270,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is failed
76023,112589,112589,Joint Assured,Joint Assured,191269,191269,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is failed
76022,112589,112589,Joint Assured,Joint Assured,191268,191268,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is failed
76017,112600,112600,Joint Assured,Joint Assured,191267,191267,2EAD981A-9CEC-46E1-A204-D6088B46D12F,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,MyParty,null,null,null,null,null,null,null,null,MyParty,MyParty,MyParty,MyParty,MyParty@MyParty.com,MyParty@MyParty.com,2342342341,2342342341,1231231221,1231231221,113015,113015,MyParty_AddressName,MyParty_AddressName,MyParty_Line1,MyParty_Line1,MyParty_Line2,MyParty_Line2,MyParty_Line3,MyParty_Line3,MyParty_City,MyParty_City,MyParty_State,MyParty_State,INDIA,INDIA,123123,123123,Test Case is passed
76016,112600,112600,Joint Assured,Joint Assured,191266,191266,2EAD981A-9CEC-46E1-A204-D6088B46D12F,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,MyParty,null,null,null,null,null,null,null,null,MyParty,MyParty,MyParty,MyParty,MyParty@MyParty.com,MyParty@MyParty.com,2342342341,2342342341,1231231221,1231231221,113015,113015,MyParty_AddressName,MyParty_AddressName,MyParty_Line1,MyParty_Line1,MyParty_Line2,MyParty_Line2,MyParty_Line3,MyParty_Line3,MyParty_City,MyParty_City,MyParty_State,MyParty_State,INDIA,INDIA,123123,123123,Test Case is passed
76009,112601,112601,Crew Manager,Crew Manager,191265,191265,1CC5F794-D7F3-4A5A-9E5A-A04BA7782673,1cc5f794-d7f3-4a5a-9e5a-a04ba7782673,MyParty_28082020,MyParty_28082020,null,null,null,null,null,null,null,null,MyParty_28082020,MyParty_28082020,MyParty_28082020,MyParty_28082020,MyEmail@emaill.com,MyEmail@emaill.com,67576577889,67576577889,77987797,77987797,113016,113016,MyAddressName,MyAddressName,MyLine1,MyLine1,MyLine2,MyLine2,MyLine3,MyLine3,MyCity,MyCity,MyState,MyState,INDIA,INDIA,9898988,9898988,Test Case is passed
76008,112601,112601,Crew Manager,Crew Manager,191264,191264,1CC5F794-D7F3-4A5A-9E5A-A04BA7782673,1cc5f794-d7f3-4a5a-9e5a-a04ba7782673,MyParty_28082020,MyParty_28082020,null,null,null,null,null,null,null,null,MyParty_28082020,MyParty_28082020,MyParty_28082020,MyParty_28082020,MyEmail@emaill.com,MyEmail@emaill.com,67576577889,67576577889,77987797,77987797,113016,113016,MyAddressName,MyAddressName,MyLine1,MyLine1,MyLine2,MyLine2,MyLine3,MyLine3,MyCity,MyCity,MyState,MyState,INDIA,INDIA,9898988,9898988,Test Case is passed
76007,112600,112600,Mortgagee,Mortgagee,191263,191263,2EAD981A-9CEC-46E1-A204-D6088B46D12F,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,MyParty,null,null,null,null,null,null,null,null,MyParty,MyParty,MyParty,MyParty,MyParty@MyParty.com,MyParty@MyParty.com,2342342341,2342342341,1231231221,1231231221,113015,113015,MyParty_AddressName,MyParty_AddressName,MyParty_Line1,MyParty_Line1,MyParty_Line2,MyParty_Line2,MyParty_Line3,MyParty_Line3,MyParty_City,MyParty_City,MyParty_State,MyParty_State,INDIA,INDIA,123123,123123,Test Case is passed
76006,112600,112600,Mortgagee,Mortgagee,191262,191262,2EAD981A-9CEC-46E1-A204-D6088B46D12F,2ead981a-9cec-46e1-a204-d6088b46d12f,MyParty,MyParty,null,null,null,null,null,null,null,null,MyParty,MyParty,MyParty,MyParty,MyParty@MyParty.com,MyParty@MyParty.com,2342342341,2342342341,1231231221,1231231221,113015,113015,MyParty_AddressName,MyParty_AddressName,MyParty_Line1,MyParty_Line1,MyParty_Line2,MyParty_Line2,MyParty_Line3,MyParty_Line3,MyParty_City,MyParty_City,MyParty_State,MyParty_State,INDIA,INDIA,123123,123123,Test Case is passed
76002,112589,112589,Joint Assured,Joint Assured,191261,191261,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is failed
76001,112589,112589,Joint Assured,Joint Assured,191260,191260,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is failed
75999,112589,112589,Joint Assured,Joint Assured,191259,191259,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is failed
75998,112589,112589,Joint Assured,Joint Assured,191258,191258,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is failed
75996,112589,112589,Joint Assured,Joint Assured,191257,191257,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is failed
75995,112589,112589,Joint Assured,Joint Assured,191256,191256,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is failed
75993,112597,112597,Mortgagee,Mortgagee,191255,191255,1428BF9A-F521-4850-8A38-3C76775E1ECE,1428bf9a-f521-4850-8a38-3c76775e1ece,Party26Aug Party2,Party26Aug Party2,null,null,null,null,null,null,null,null,Party26Aug Party2,Party26Aug Party2,Party26Aug Party2,Party26Aug Party2,null,null,null,null,null,null,113012,113012,Party26Aug Party2 AddName,Party26Aug Party2 AddName,Party26Aug Party2 L1,Party26Aug Party2 L1,Party26Aug Party2L2,Party26Aug Party2L2,null,null,York,York,North Yorkshire,North Yorkshire,UNITED KINGDOM,UNITED KINGDOM,Y1 1AY,Y1 1AY,Test Case is passed
75993,112596,112596,Joint Assured,Joint Assured,191254,191254,FDE66DEF-E697-471E-91C1-CC16ED8D36AF,fde66def-e697-471e-91c1-cc16ed8d36af,Party26Aug Party1,Party26Aug Party1,null,null,null,null,null,null,null,null,Party26Aug Party1,Party26Aug Party1,Party26Aug Party1,Party26Aug Party1,null,null,null,null,null,null,113011,113011,Party26Aug Party1 AddName,Party26Aug Party1 AddName,Party26Aug Party1L1,Party26Aug Party1L1,Party26Aug Party1L2,Party26Aug Party1L2,Party26Aug Party1L3,Party26Aug Party1L3,Aberdeen,Aberdeen,Aberdeenshire,Aberdeenshire,UNITED KINGDOM,UNITED KINGDOM,Ab1 1AB,Ab1 1AB,Test Case is passed
75992,112597,112597,Mortgagee,Mortgagee,191253,191253,1428BF9A-F521-4850-8A38-3C76775E1ECE,1428bf9a-f521-4850-8a38-3c76775e1ece,Party26Aug Party2,Party26Aug Party2,null,null,null,null,null,null,null,null,Party26Aug Party2,Party26Aug Party2,Party26Aug Party2,Party26Aug Party2,null,null,null,null,null,null,113012,113012,Party26Aug Party2 AddName,Party26Aug Party2 AddName,Party26Aug Party2 L1,Party26Aug Party2 L1,Party26Aug Party2L2,Party26Aug Party2L2,null,null,York,York,North Yorkshire,North Yorkshire,UNITED KINGDOM,UNITED KINGDOM,Y1 1AY,Y1 1AY,Test Case is passed
75992,112596,112596,Joint Assured,Joint Assured,191252,191252,FDE66DEF-E697-471E-91C1-CC16ED8D36AF,fde66def-e697-471e-91c1-cc16ed8d36af,Party26Aug Party1,Party26Aug Party1,null,null,null,null,null,null,null,null,Party26Aug Party1,Party26Aug Party1,Party26Aug Party1,Party26Aug Party1,null,null,null,null,null,null,113011,113011,Party26Aug Party1 AddName,Party26Aug Party1 AddName,Party26Aug Party1L1,Party26Aug Party1L1,Party26Aug Party1L2,Party26Aug Party1L2,Party26Aug Party1L3,Party26Aug Party1L3,Aberdeen,Aberdeen,Aberdeenshire,Aberdeenshire,UNITED KINGDOM,UNITED KINGDOM,Ab1 1AB,Ab1 1AB,Test Case is passed
75987,112589,112589,Crew Manager,Crew Manager,191251,191251,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is failed
75986,112589,112589,InterestedParty,InterestedParty,191250,191250,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party,Suraj new Party_26082020,Suraj new Party,test@test.com,null,98789798789,null,null,null,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is failed
75985,112589,112589,Crew Manager,Crew Manager,191249,191249,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party,Suraj new Party_26082020,Suraj new Party,test@test.com,null,98789798789,null,null,null,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is failed
75984,112592,112592,Joint Assured,Joint Assured,191248,191248,77802CA7-0BD0-4095-A48F-585DBE947FCD,77802ca7-0bd0-4095-a48f-585dbe947fcd,TestParty,TestParty,null,null,null,null,null,null,null,null,TestParty,TestParty,TestParty,TestParty,Party@Party.com,Party@Party.com,4567890876,4567890876,,,113007,113007,PartyAddressName,PartyAddressName,PartyLine1,PartyLine1,PartyLine2,PartyLine2,PartyLine3,PartyLine3,PartyCity,PartyCity,PartyState,PartyState,INDIA,INDIA,3212312,3212312,Test Case is passed
75982,112589,112589,Joint Assured,Joint Assured,191246,191246,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party,Suraj new Party_26082020,Suraj new Party,test@test.com,null,98789798789,null,null,null,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is failed
75981,112588,112588,InterestedParty,InterestedParty,191245,191245,91F58FCC-7621-42CD-AB14-2F5EDCBC66D2,91f58fcc-7621-42cd-ab14-2f5edcbc66d2,UpdatedMember_27082020,UpdatedMember_27082020,null,null,null,null,null,null,null,null,UpdatedMember_27082020,UpdatedMember_27082020,UpdatedMember_27082020,UpdatedMember_27082020,mem@mem.mem,mem@mem.mem,452-125,452-125,333-444,333-444,113003,113003,Automation New Member,Automation New Member,ADR Line 1,ADR Line 1,ADR Line 2,ADR Line 2,null,null,London,London,null,null,UNITED KINGDOM,UNITED KINGDOM,34A PD,34A PD,Test Case is passed
75980,112589,112589,Crew Manager,Crew Manager,191244,191244,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,Suraj new Party_26082020,null,null,null,null,null,null,null,null,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,Suraj new Party_26082020,test@test.com,test@test.com,98789798789,98789798789,null,,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is failed
75979,112589,112589,Crew Manager,Crew Manager,191243,191243,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,SurajParty,null,null,null,null,null,null,null,null,Suraj new Party_26082020,SurajParty,Suraj new Party_26082020,SurajParty,test@test.com,null,98789798789,null,null,null,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is failed
75978,112589,112589,Joint Assured,Joint Assured,191242,191242,FED3845B-9D23-431A-AF37-60183C407483,fed3845b-9d23-431a-af37-60183c407483,Suraj new Party_26082020,SurajParty,null,null,null,null,null,null,null,null,Suraj new Party_26082020,SurajParty,Suraj new Party_26082020,SurajParty,test@test.com,null,98789798789,null,null,null,113004,113004,SurajPartyAddrName,SurajPartyAddrName,Line 1,Line 1,Line 2,Line 2,Line 3,Line 3,MyCity,MyCity,Mah,Mah,INDIA,INDIA,7676756,7676756,Test Case is failed
75977,112588,112588,InterestedParty,InterestedParty,191241,191241,91F58FCC-7621-42CD-AB14-2F5EDCBC66D2,91f58fcc-7621-42cd-ab14-2f5edcbc66d2,UpdatedMember_27082020,AutoMember_053725_190820,null,null,null,null,null,null,null,null,UpdatedMember_27082020,AutoMember_053725_190820,UpdatedMember_27082020,AutoMember_053725_190820,mem@mem.mem,mem@mem.mem,452-125,452-125,333-444,333-444,113003,113003,Automation New Member,Automation New Member,ADR Line 1,ADR Line 1,ADR Line 2,ADR Line 2,null,null,London,London,null,null,UNITED KINGDOM,UNITED KINGDOM,34A PD,34A PD,Test Case is failed
75976,82699,82699,Joint Assured,Joint Assured,191239,191239,6A878CA6-C837-E711-B767-005056B03908,6a878ca6-c837-e711-b767-005056b03908,Tom test crew manager,Tom test crew manager,null,null,null,null,null,null,null,null,Tom test crew manager,Tom test crew manager,Tom test crew manager,Tom test crew manager,null,null,null,null,null,null,23905,23905,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case is passed
75975,82699,82699,Joint Assured,Joint Assured,191238,191238,6A878CA6-C837-E711-B767-005056B03908,6a878ca6-c837-e711-b767-005056b03908,Tom test crew manager,Tom test crew manager,null,null,null,null,null,null,null,null,Tom test crew manager,Tom test crew manager,Tom test crew manager,Tom test crew manager,null,null,null,null,null,null,23905,23905,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case is passed
75974,82697,82697,Joint Assured,Joint Assured,191237,191237,503E7D67-C737-E711-B767-005056B03908,503e7d67-c737-e711-b767-005056b03908,TOM TEST YACHT PILOT,TOM TEST YACHT PILOT,null,null,null,null,null,null,null,null,TOM TEST YACHT PILOT,TOM TEST YACHT PILOT,TOM TEST YACHT PILOT,TOM TEST YACHT PILOT,janie.welsh@shipownersclub.com,janie.welsh@shipownersclub.com,null,null,null,null,23903,23903,Test Address Name,Test Address Name,null,null,null,null,null,null,Test City,Test City,null,null,ITALY,ITALY,null,null,Test Case is passed
