SQL_ApplicationId,SQL_JointAssuredId,API_JointAssuredId,SQL_JointAssuredReference,API_JointAssuredReference,SQL_Party_Id,API_Party_Id,SQL_PartyRoleTypeName,SQL_CrmIdentifier,API_CrmIdentifier,SQL_OrganisationName,API_OrganisationName,SQL_Salutation,API_Salutation,SQL_FirstName,API_FirstName,SQL_MiddleName,API_MiddleName,SQL_LastName,API_LastName,SQL_Name,API_Name,SQL_SearchName,API_SearchName,SQL_EmailAddress,API_EmailAddress,SQL_Telephone,API_Telephone,SQL_Fax,API_Fax,SQL_Address_Id,API_Address_Id,SQL_AddressName,API_AddressName,SQL_Line1,API_Line1,SQL_Line2,API_Line2,SQL_Line3,API_Line3,SQL_City,API_City,SQL_StateOrProvince,API_StateOrProvince,SQL_Country,API_Country,SQL_Postcode,API_Postcode,Status
70399,41861,41861,503674,503674,112523,112523,Joint Assured,9E2E5B69-DD64-EA11-A811-000D3A86AD30,9e2e5b69-dd64-ea11-a811-000d3a86ad30,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,null,null,null,null,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,null,null,112938,112938,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
70405,41860,41860,503673,503673,112522,112522,Joint Assured,83E66B9F-DA64-EA11-A811-000D3A86A8CF,83e66b9f-da64-ea11-a811-000d3a86a8cf,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,null,null,null,null,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,null,null,112937,112937,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
70397,41860,41860,503673,503673,112522,112522,Joint Assured,83E66B9F-DA64-EA11-A811-000D3A86A8CF,83e66b9f-da64-ea11-a811-000d3a86a8cf,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,null,null,null,null,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,null,null,112937,112937,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
70398,41860,41860,503673,503673,112522,112522,Joint Assured,83E66B9F-DA64-EA11-A811-000D3A86A8CF,83e66b9f-da64-ea11-a811-000d3a86a8cf,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,null,null,null,null,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,null,null,112937,112937,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
70404,41860,41860,503673,503673,112522,112522,Joint Assured,83E66B9F-DA64-EA11-A811-000D3A86A8CF,83e66b9f-da64-ea11-a811-000d3a86a8cf,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,null,null,null,null,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,Singamas Petroleum Trading Pte Ltd ,null,null,null,null,null,null,112937,112937,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
75200,41859,41859,503672,503672,112519,112519,Joint Assured,D643585C-8564-EA11-A811-000D3A86A8CF,d643585c-8564-ea11-a811-000d3a86a8cf,Malaspina Marine Ltd. ,Malaspina Marine Ltd. ,null,null,null,null,null,null,null,null,Malaspina Marine Ltd. ,Malaspina Marine Ltd. ,Malaspina Marine Ltd. ,Malaspina Marine Ltd. ,null,null,null,null,null,null,112934,112934,1500 – 5470 Granville St.  ,1500 – 5470 Granville St.  ,null,null,null,null,null,null,Vancouver,Vancouver,BC,BC,CANADA,CANADA,V6C 3P1,V6C 3P1,Test Case Passed
75445,41859,41859,503672,503672,112519,112519,Joint Assured,D643585C-8564-EA11-A811-000D3A86A8CF,d643585c-8564-ea11-a811-000d3a86a8cf,Malaspina Marine Ltd. ,Malaspina Marine Ltd. ,null,null,null,null,null,null,null,null,Malaspina Marine Ltd. ,Malaspina Marine Ltd. ,Malaspina Marine Ltd. ,Malaspina Marine Ltd. ,null,null,null,null,null,null,112934,112934,1500 – 5470 Granville St.  ,1500 – 5470 Granville St.  ,null,null,null,null,null,null,Vancouver,Vancouver,BC,BC,CANADA,CANADA,V6C 3P1,V6C 3P1,Test Case Passed
45419,41858,41858,503671,503671,112516,112516,Joint Assured,72277E0E-8464-EA11-A811-000D3A86A8CF,72277e0e-8464-ea11-a811-000d3a86a8cf,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,null,null,null,null,null,null,null,null,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,null,null,null,null,null,null,112931,112931,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
75444,41858,41858,503671,503671,112516,112516,Joint Assured,72277E0E-8464-EA11-A811-000D3A86A8CF,72277e0e-8464-ea11-a811-000d3a86a8cf,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,null,null,null,null,null,null,null,null,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,null,null,null,null,null,null,112931,112931,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
45419,41858,41858,503671,503671,112516,112516,Joint Assured,72277E0E-8464-EA11-A811-000D3A86A8CF,72277e0e-8464-ea11-a811-000d3a86a8cf,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,null,null,null,null,null,null,null,null,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,Allianz Middle East Offshore Ship Management Ltd,null,null,null,null,null,null,112931,112931,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
6325,41857,41857,503670,503670,87361,87361,Joint Assured,63AC2005-AA93-E711-B767-005056B03908,63ac2005-aa93-e711-b767-005056b03908,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,null,null,null,null,null,null,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,null,null,null,null,null,null,58919,58919,WISMA BSG 10th Floor,WISMA BSG 10th Floor,Jl.Abdul Muis No. 40,Jl.Abdul Muis No. 40,null,null,null,null,Jakarta 10160,Jakarta 10160,null,null,INDONESIA,INDONESIA,null,null,Test Case Passed
10678,41857,41857,503670,503670,87361,87361,Joint Assured,63AC2005-AA93-E711-B767-005056B03908,63ac2005-aa93-e711-b767-005056b03908,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,null,null,null,null,null,null,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,null,null,null,null,null,null,58919,58919,WISMA BSG 10th Floor,WISMA BSG 10th Floor,Jl.Abdul Muis No. 40,Jl.Abdul Muis No. 40,null,null,null,null,Jakarta 10160,Jakarta 10160,null,null,INDONESIA,INDONESIA,null,null,Test Case Passed
57962,41857,41857,503670,503670,87361,87361,Joint Assured,63AC2005-AA93-E711-B767-005056B03908,63ac2005-aa93-e711-b767-005056b03908,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,null,null,null,null,null,null,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,PT BROTOJOYO MARITIME.,null,null,null,null,null,null,58919,58919,WISMA BSG 10th Floor,WISMA BSG 10th Floor,Jl.Abdul Muis No. 40,Jl.Abdul Muis No. 40,null,null,null,null,Jakarta 10160,Jakarta 10160,null,null,INDONESIA,INDONESIA,null,null,Test Case Passed
25438,41856,41856,503669,503669,87284,87284,Joint Assured,796B6B58-1892-E711-B767-005056B03908,796b6b58-1892-e711-b767-005056b03908,SAM Interyachts Monaco,SAM Interyachts Monaco,null,null,null,null,null,null,SAM Interyachts Monaco,SAM Interyachts Monaco,SAM Interyachts Monaco,SAM Interyachts Monaco,SAM Interyachts Monaco,SAM Interyachts Monaco,null,null,null,null,null,null,58842,58842,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
28077,41856,41856,503669,503669,87284,87284,Joint Assured,796B6B58-1892-E711-B767-005056B03908,796b6b58-1892-e711-b767-005056b03908,SAM Interyachts Monaco,SAM Interyachts Monaco,null,null,null,null,null,null,SAM Interyachts Monaco,SAM Interyachts Monaco,SAM Interyachts Monaco,SAM Interyachts Monaco,SAM Interyachts Monaco,SAM Interyachts Monaco,null,null,null,null,null,null,58842,58842,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case Passed
5329,41855,41855,503668,503668,87068,87068,Joint Assured,443A0371-D18C-E711-B767-005056B03908,443a0371-d18c-e711-b767-005056b03908,Il Sole Ltd,Il Sole Ltd,null,null,null,null,null,null,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,null,null,null,null,null,null,58605,58605,null,null,null,null,null,null,null,null,null,null,null,null,CAYMAN ISLANDS,CAYMAN ISLANDS,null,null,Test Case Passed
7330,41855,41855,503668,503668,87068,87068,Joint Assured,443A0371-D18C-E711-B767-005056B03908,443a0371-d18c-e711-b767-005056b03908,Il Sole Ltd,Il Sole Ltd,null,null,null,null,null,null,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,null,null,null,null,null,null,58605,58605,null,null,null,null,null,null,null,null,null,null,null,null,CAYMAN ISLANDS,CAYMAN ISLANDS,null,null,Test Case Passed
45829,41855,41855,503668,503668,87068,87068,Joint Assured,443A0371-D18C-E711-B767-005056B03908,443a0371-d18c-e711-b767-005056b03908,Il Sole Ltd,Il Sole Ltd,null,null,null,null,null,null,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,null,null,null,null,null,null,58605,58605,null,null,null,null,null,null,null,null,null,null,null,null,CAYMAN ISLANDS,CAYMAN ISLANDS,null,null,Test Case Passed
51779,41855,41855,503668,503668,87068,87068,Joint Assured,443A0371-D18C-E711-B767-005056B03908,443a0371-d18c-e711-b767-005056b03908,Il Sole Ltd,Il Sole Ltd,null,null,null,null,null,null,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,Il Sole Ltd,null,null,null,null,null,null,58605,58605,null,null,null,null,null,null,null,null,null,null,null,null,CAYMAN ISLANDS,CAYMAN ISLANDS,null,null,Test Case Passed
38192,41853,41853,503666,503666,86949,86949,Joint Assured,CE715D7F-A388-E711-B767-005056B03908,ce715d7f-a388-e711-b767-005056b03908,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,null,null,null,null,null,null,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,null,null,null,null,null,null,58481,58481,76 Tran Dinh Xu,76 Tran Dinh Xu,Ward Co Giang, District 1,Ward Co Giang  District 1,null,null,null,null,HCM city,HCM city,null,null,VIETNAM,VIETNAM,null,null,Test Case Failed
46646,41853,41853,503666,503666,86949,86949,Joint Assured,CE715D7F-A388-E711-B767-005056B03908,ce715d7f-a388-e711-b767-005056b03908,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,null,null,null,null,null,null,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,Vinaconnect Trading and Investment Co.Ltd,null,null,null,null,null,null,58481,58481,76 Tran Dinh Xu,76 Tran Dinh Xu,Ward Co Giang, District 1,Ward Co Giang  District 1,null,null,null,null,HCM city,HCM city,null,null,VIETNAM,VIETNAM,null,null,Test Case Failed
55085,41852,41852,503665,503665,86608,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,58138,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,PO BOX 225,null,null,TABUBIL WESTERN PROVINCE,TABUBIL WESTERN PROVINCE,null,null,PAPUA NEW GUINEA,PAPUA NEW GUINEA,null,null,Test Case Passed
55086,41852,41852,503665,503665,86608,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,58138,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,PO BOX 225,null,null,TABUBIL WESTERN PROVINCE,TABUBIL WESTERN PROVINCE,null,null,PAPUA NEW GUINEA,PAPUA NEW GUINEA,null,null,Test Case Passed
60117,41852,41852,503665,503665,86608,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,58138,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,PO BOX 225,null,null,TABUBIL WESTERN PROVINCE,TABUBIL WESTERN PROVINCE,null,null,PAPUA NEW GUINEA,PAPUA NEW GUINEA,null,null,Test Case Passed
60120,41852,41852,503665,503665,86608,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,58138,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,PO BOX 225,null,null,TABUBIL WESTERN PROVINCE,TABUBIL WESTERN PROVINCE,null,null,PAPUA NEW GUINEA,PAPUA NEW GUINEA,null,null,Test Case Passed
55081,41852,41852,503665,503665,86608,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,58138,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,PO BOX 225,null,null,TABUBIL WESTERN PROVINCE,TABUBIL WESTERN PROVINCE,null,null,PAPUA NEW GUINEA,PAPUA NEW GUINEA,null,null,Test Case Passed
14867,41852,41852,503665,503665,86608,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,58138,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,PO BOX 225,null,null,TABUBIL WESTERN PROVINCE,TABUBIL WESTERN PROVINCE,null,null,PAPUA NEW GUINEA,PAPUA NEW GUINEA,null,null,Test Case Passed
6789,41852,41852,503665,503665,86608,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,58138,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,PO BOX 225,null,null,TABUBIL WESTERN PROVINCE,TABUBIL WESTERN PROVINCE,null,null,PAPUA NEW GUINEA,PAPUA NEW GUINEA,null,null,Test Case Passed
6791,41852,41852,503665,503665,86608,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,58138,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,PO BOX 225,null,null,TABUBIL WESTERN PROVINCE,TABUBIL WESTERN PROVINCE,null,null,PAPUA NEW GUINEA,PAPUA NEW GUINEA,null,null,Test Case Passed
6793,41852,41852,503665,503665,86608,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,58138,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,PO BOX 225,null,null,TABUBIL WESTERN PROVINCE,TABUBIL WESTERN PROVINCE,null,null,PAPUA NEW GUINEA,PAPUA NEW GUINEA,null,null,Test Case Passed
14863,41852,41852,503665,503665,86608,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,58138,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,PO BOX 225,null,null,TABUBIL WESTERN PROVINCE,TABUBIL WESTERN PROVINCE,null,null,PAPUA NEW GUINEA,PAPUA NEW GUINEA,null,null,Test Case Passed
14866,41852,41852,503665,503665,86608,86608,Joint Assured,A17DE9E4-5A83-E711-B767-005056B03908,a17de9e4-5a83-e711-b767-005056b03908,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,CMCA Ship Charter Services Ltd.,null,null,null,null,null,null,58138,58138,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,C/O OK TEDI DEVELOPMENT FOUNDATION LIMITED,COMMUNITY RELATIONSHIP BUILDING,COMMUNITY RELATIONSHIP BUILDING,PO BOX 225,PO BOX 225,null,null,TABUBIL WESTERN PROVINCE,TABUBIL WESTERN PROVINCE,null,null,PAPUA NEW GUINEA,PAPUA NEW GUINEA,null,null,Test Case Passed
11273,41851,41851,503664,503664,86015,86015,Joint Assured,3FEEDAB0-A976-E711-B767-005056B03908,3feedab0-a976-e711-b767-005056b03908,Oceana Lobster Ltd,Oceana Lobster Ltd,null,null,null,null,null,null,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,moutonkar@marsh-afrs.com,moutonkar@marsh-afrs.com,null,null,null,null,57509,57509,PO Box 4239,PO Box 4239,null,null,null,null,null,null,Cape Town,Cape Town,null,null,SOUTH AFRICA,SOUTH AFRICA,null,null,Test Case Passed
22175,41851,41851,503664,503664,86015,86015,Joint Assured,3FEEDAB0-A976-E711-B767-005056B03908,3feedab0-a976-e711-b767-005056b03908,Oceana Lobster Ltd,Oceana Lobster Ltd,null,null,null,null,null,null,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,moutonkar@marsh-afrs.com,moutonkar@marsh-afrs.com,null,null,null,null,57509,57509,PO Box 4239,PO Box 4239,null,null,null,null,null,null,Cape Town,Cape Town,null,null,SOUTH AFRICA,SOUTH AFRICA,null,null,Test Case Passed
73909,41851,41851,503664,503664,86015,86015,Joint Assured,3FEEDAB0-A976-E711-B767-005056B03908,3feedab0-a976-e711-b767-005056b03908,Oceana Lobster Ltd,Oceana Lobster Ltd,null,null,null,null,null,null,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,moutonkar@marsh-afrs.com,moutonkar@marsh-afrs.com,null,null,null,null,57509,57509,PO Box 4239,PO Box 4239,null,null,null,null,null,null,Cape Town,Cape Town,null,null,SOUTH AFRICA,SOUTH AFRICA,null,null,Test Case Passed
57415,41851,41851,503664,503664,86015,86015,Joint Assured,3FEEDAB0-A976-E711-B767-005056B03908,3feedab0-a976-e711-b767-005056b03908,Oceana Lobster Ltd,Oceana Lobster Ltd,null,null,null,null,null,null,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,Oceana Lobster Ltd,moutonkar@marsh-afrs.com,moutonkar@marsh-afrs.com,null,null,null,null,57509,57509,PO Box 4239,PO Box 4239,null,null,null,null,null,null,Cape Town,Cape Town,null,null,SOUTH AFRICA,SOUTH AFRICA,null,null,Test Case Passed
11256,41850,41850,503663,503663,85721,85721,Joint Assured,AEAFEF5C-F071-E711-B767-005056B03908,aeafef5c-f071-e711-b767-005056b03908,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,null,null,null,null,null,null,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,null,null,null,null,null,null,57216,57216,The Trust Company of the Marshall Islands, inc.,The Trust Company of the Marshall Islands  inc.,Ajeltake Isalnd,Ajeltake Isalnd,PO Box 1405,PO Box 1405,null,null,Majuro,Majuro,null,null,MARSHALL ISLANDS,MARSHALL ISLANDS,96960,96960,Test Case Failed
18753,41850,41850,503663,503663,85721,85721,Joint Assured,AEAFEF5C-F071-E711-B767-005056B03908,aeafef5c-f071-e711-b767-005056b03908,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,null,null,null,null,null,null,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,null,null,null,null,null,null,57216,57216,The Trust Company of the Marshall Islands, inc.,The Trust Company of the Marshall Islands  inc.,Ajeltake Isalnd,Ajeltake Isalnd,PO Box 1405,PO Box 1405,null,null,Majuro,Majuro,null,null,MARSHALL ISLANDS,MARSHALL ISLANDS,96960,96960,Test Case Failed
58086,41850,41850,503663,503663,85721,85721,Joint Assured,AEAFEF5C-F071-E711-B767-005056B03908,aeafef5c-f071-e711-b767-005056b03908,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,null,null,null,null,null,null,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,PANTANASSA SHIPPING CO.,null,null,null,null,null,null,57216,57216,The Trust Company of the Marshall Islands, inc.,The Trust Company of the Marshall Islands  inc.,Ajeltake Isalnd,Ajeltake Isalnd,PO Box 1405,PO Box 1405,null,null,Majuro,Majuro,null,null,MARSHALL ISLANDS,MARSHALL ISLANDS,96960,96960,Test Case Failed
