SQL_MemberId,API_MemberId,SQL_MemberReference,API_MemberReference,SQL_Domicile,API_Domicile,SQL_Party_Id,API_Party_Id,SQL_CrmIdentifier,API_CrmIdentifier,SQL_OrganisationName,API_OrganisationName,SQL_Salutation,API_Salutation,SQL_FirstName,API_FirstName,SQL_MiddleName,API_MiddleName,SQL_LastName,API_LastName,SQL_Name,API_Name,SQL_SearchName,API_SearchName,SQL_EmailAddress,API_EmailAddress,SQL_Telephone,API_Telephone,SQL_Fax,API_Fax,SQL_AddressID,API_AddressID,SQL_Name,API_Name,SQL_Line1,API_Line1,SQL_Line2,API_Line2,SQL_Line3,API_Line3,SQL_City,API_City,SQL_StateOrProvince,API_StateOrProvince,SQL_Country,API_Country,SQL_Postcode,API_Postcode,Status
44792,44792,73216,73216,USA,USA,112424,112424,FE7A0BAE-C062-EA11-A811-000D3A86AD30,fe7a0bae-c062-ea11-a811-000d3a86ad30,GLOWRANGE LTD,GLOWRANGE LTD,null,null,null,null,null,null,null,null,GLOWRANGE LTD,2726 Shelter Isld DR 143,GLOWRANGE LTD,GLOWRANGE LTD,null,null,null,null,null,null,112839,112839,GLOWRANGE LTD,GLOWRANGE LTD,null,null,null,null,null,null,SAN DIEGO,SAN DIEGO,California,California,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,92105,92105,Test Case is Passed
44787,44787,73211,73211,USA,USA,112416,112416,7D4B0EBF-B162-EA11-A811-000D3A86A8CF,7d4b0ebf-b162-ea11-a811-000d3a86a8cf,Pari Passu Ltd.,Pari Passu Ltd.,null,null,null,null,null,null,null,null,Pari Passu Ltd.,c/o Fairport Yacht Support,Pari Passu Ltd.,Pari Passu Ltd.,null,null,null,null,null,null,112831,112831,Pari Passu Ltd.,Pari Passu Ltd.,1535 SE 17th Street Suite 208,1535 SE 17th Street Suite 208,null,null,null,null,Fort Lauderdale,Fort Lauderdale,null,null,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,FL 33316,FL 33316,Test Case is Passed
44786,44786,73210,73210,USA,USA,112415,112415,AD181611-B062-EA11-A811-000D3A86AD30,ad181611-b062-ea11-a811-000d3a86ad30,Blank Check Sportfishing LLC,Blank Check Sportfishing LLC,null,null,null,null,null,null,null,null,Blank Check Sportfishing LLC,5109 West Lemon Street,Blank Check Sportfishing LLC,Blank Check Sportfishing LLC,null,null,null,null,null,null,112830,112830,Blank Check Sportfishing LLC,Blank Check Sportfishing LLC,Tampa,Tampa,null,null,null,null,FL 33609,FL 33609,null,null,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,null,null,Test Case is Passed
44785,44785,73209,73209,TWN,TWN,112412,112412,42E4A67B-9362-EA11-A811-000D3A86AD30,42e4a67b-9362-ea11-a811-000d3a86ad30,KINMEN MATSU PENGHU BRANCH OFFICE,KINMEN MATSU PENGHU BRANCH OFFICE,null,null,null,null,null,null,null,null,KINMEN MATSU PENGHU BRANCH OFFICE,NO.296 SEC.3,KINMEN MATSU PENGHU BRANCH OFFICE,KINMEN MATSU PENGHU BRANCH OFFICE,null,null,null,null,null,null,112827,112827,KINMEN MATSU PENGHU BRANCH OFFICE,KINMEN MATSU PENGHU BRANCH OFFICE,XINLONG ROAD WENSHAN DIST,XINLONG ROAD WENSHAN DIST,null,null,null,null,TAIPEI CITY,TAIPEI CITY,null,null,TAIWAN,TAIWAN,11698,11698,Test Case is Passed
44778,44778,73202,73202,GBR,GBR,112400,112400,9A5778E7-0062-EA11-A811-000D3A86AD30,9a5778e7-0062-ea11-a811-000d3a86ad30,?QUAREALM LTD,?QUAREALM LTD,null,null,null,null,null,null,null,null,?QUAREALM LTD,ENTERPRISE HOUSE ,?QUAREALM LTD,?QUAREALM LTD,null,null,null,null,null,null,112815,112815,?QUAREALM LTD,?QUAREALM LTD,GEORGE LANE 113 – 115,GEORGE LANE 113 – 115,null,null,null,null,London,London,null,null,UNITED KINGDOM,UNITED KINGDOM,null,null,Test Case is Passed
44777,44777,73201,73201,NAM,NAM,112399,112399,978F383A-FD61-EA11-A811-000D3A86A8CF,978f383a-fd61-ea11-a811-000d3a86a8cf,Embwiinda Fishing,Embwiinda Fishing,null,null,null,null,null,null,null,null,Embwiinda Fishing,PO BOX 12,Embwiinda Fishing,Embwiinda Fishing,null,null,null,null,null,null,112814,112814,Embwiinda Fishing,Embwiinda Fishing,null,null,null,null,null,null,Walvis Bay,Walvis Bay,null,null,NAMIBIA REPUBLIC OF,NAMIBIA REPUBLIC OF,null,null,Test Case is Passed
44776,44776,73200,73200,CAN,CAN,112397,112397,ACA3C7D0-F461-EA11-A811-000D3A86AD30,aca3c7d0-f461-ea11-a811-000d3a86ad30,Springtide Charters Ltd A/O Springtide Financial Ltd,Springtide Charters Ltd A/O Springtide Financial Ltd,null,null,null,null,null,null,null,null,Springtide Charters Ltd A/O Springtide Financial Ltd,4336 Crownwood Lane,Springtide Charters Ltd A/O Springtide Financial Ltd,Springtide Charters Ltd A/O Springtide Financial Ltd,null,null,null,null,null,null,112812,112812,Springtide Charters Ltd A/O Springtide Financial Ltd,Springtide Charters Ltd A/O Springtide Financial Ltd,null,null,null,null,null,null,Victoria B.C,Victoria B.C,null,null,CANADA,CANADA,V8X-5E4,V8X-5E4,Test Case is Passed
44774,44774,73198,73198,NLD,NLD,112394,112394,84E19130-F261-EA11-A811-000D3A86AD30,84e19130-f261-ea11-a811-000d3a86ad30,P. Brekelmans,P. Brekelmans,null,null,null,null,null,null,null,null,P. Brekelmans,Voerman Dijsselhofplantsone 6 ,P. Brekelmans,P. Brekelmans,null,null,null,null,null,null,112809,112809,P. Brekelmans,P. Brekelmans,null,null,null,null,null,null,1077 BK  Amsterdam,1077 BK  Amsterdam,null,null,NETHERLANDS,NETHERLANDS,null,null,Test Case is Passed
44772,44772,73196,73196,NAM,NAM,112390,112390,6F3FEA39-EE61-EA11-A811-000D3A86A8CF,6f3fea39-ee61-ea11-a811-000d3a86a8cf,CATO HOLDING COMPANY,CATO HOLDING COMPANY,null,null,null,null,null,null,null,null,CATO HOLDING COMPANY,PO Box 21310,CATO HOLDING COMPANY,CATO HOLDING COMPANY,null,null,null,null,null,null,112805,112805,CATO HOLDING COMPANY,CATO HOLDING COMPANY,null,null,null,null,null,null,Windhoek,Windhoek,null,null,NAMIBIA REPUBLIC OF,NAMIBIA REPUBLIC OF,9000,9000,Test Case is Passed
44771,44771,73195,73195,MDV,MDV,112385,112385,568322FF-D861-EA11-A811-000D3A86AD30,568322ff-d861-ea11-a811-000d3a86ad30,ADK Trade & Shipping Pvt Ltd,ADK Trade & Shipping Pvt Ltd,null,null,null,null,null,null,null,null,ADK Trade & Shipping Pvt Ltd,null,ADK Trade & Shipping Pvt Ltd,ADK Trade & Shipping Pvt Ltd,null,null,null,null,null,null,112800,112800,ADK Trade & Shipping Pvt Ltd,ADK Trade & Shipping Pvt Ltd,null,null,null,null,null,null,null,null,null,null,MALDIVES REPUBLIC OF,MALDIVES REPUBLIC OF,null,null,Test Case is Passed
44770,44770,73194,73194,AUS,AUS,112383,112383,0E6DBEEE-CC61-EA11-A811-000D3A86AD30,0e6dbeee-cc61-ea11-a811-000d3a86ad30,Foreshore Marine Pty Ltd & Spadina Piling Equipment Pty Ltd FTRRI,Foreshore Marine Pty Ltd & Spadina Piling Equipment Pty Ltd FTRRI,null,null,null,null,null,null,null,null,Foreshore Marine Pty Ltd & Spadina Piling Equipment Pty Ltd FTRRI,4 Dundas Street,Foreshore Marine Pty Ltd & Spadina Piling Equipment Pty Ltd FTRRI,Foreshore Marine Pty Ltd & Spadina Piling Equipment Pty Ltd FTRRI,foreshoremarine1@gmail.com,foreshoremarine1@gmail.com,null,null,null,null,112798,112798,Foreshore Marine Pty Ltd & Spadina Piling Equipment Pty Ltd FTRRI,Foreshore Marine Pty Ltd & Spadina Piling Equipment Pty Ltd FTRRI,Granville,Granville,null,null,null,null,4650,4650,null,null,AUSTRALIA,AUSTRALIA,null,null,Test Case is Passed
44769,44769,73193,73193,GBR,GBR,112045,112045,97B4C6B0-E25F-EA11-A811-000D3A86A8CF,97b4c6b0-e25f-ea11-a811-000d3a86a8cf,AMP Test Cold Prospect 001,AMP Test Cold Prospect 001,null,null,null,null,null,null,null,null,AMP Test Cold Prospect 001,10 Whitechape,AMP Test Cold Prospect 001,AMP Test Cold Prospect 001,null,null,null,null,null,null,112453,112453,AMP Test Cold Prospect 001,AMP Test Cold Prospect 001,null,null,null,null,null,null,London,London,null,null,UNITED KINGDOM,UNITED KINGDOM,null,null,Test Case is Passed
