SQL_ApplicationId,SQL_MemberAssuredId,API_MemberAssuredId,SQL_MemberReference,API_MemberReference,SQL_Domicile,API_Domicile,SQL_PartyId,API_PartyId,SQL_CrmIdentifier,API_CrmIdentifier,SQL_OrganisationName,API_OrganisationName,SQL_Salutation,API_Salutation,SQL_FirstName,API_FirstName,SQL_MiddleName,API_MiddleName,SQL_LastName,API_LastName,SQL_SearchName,API_SearchName,SQL_EmailAddress,API_EmailAddress,SQL_Telephone,API_Telephone,SQL_Fax,API_Fax,SQL_AddressId,API_AddressId,SQL_Name,API_Name,SQL_Line1,API_Line1,SQL_Line2,API_Line2,SQL_Line3,API_Line3,SQL_City,API_City,SQL_StateOrProvince,API_StateOrProvince,SQL_Country,API_Country,SQL_Postcode,API_Postcode,Test Case Status
76083,44883,44883,73307,73307,USA,USA,112623,112623,BA8569C0-F2C7-4704-99F0-49054C51CCF2,ba8569c0-f2c7-4704-99f0-49054c51ccf2,NewMember For155070,NewMember For155070,null,null,null,null,null,null,null,null,NewMember For155070,NewMember For155070,null,null,null,null,null,null,113038,113038,NewMember For155070 Add Name,NewMember For155070 Add Name,NewMember For155070 L1,NewMember For155070 L1,NewMember For155070 L2,NewMember For155070 L2,null,null,Bham,Bham,Alabama,Alabama,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,324554,324554,Test Case Passed
76082,44883,44883,73307,73307,USA,USA,112623,112623,BA8569C0-F2C7-4704-99F0-49054C51CCF2,ba8569c0-f2c7-4704-99f0-49054c51ccf2,NewMember For155070,NewMember For155070,null,null,null,null,null,null,null,null,NewMember For155070,NewMember For155070,null,null,null,null,null,null,113038,113038,NewMember For155070 Add Name,NewMember For155070 Add Name,NewMember For155070 L1,NewMember For155070 L1,NewMember For155070 L2,NewMember For155070 L2,null,null,Bham,Bham,Alabama,Alabama,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,324554,324554,Test Case Passed
76081,44883,44883,73307,73307,USA,USA,112623,112623,BA8569C0-F2C7-4704-99F0-49054C51CCF2,ba8569c0-f2c7-4704-99f0-49054c51ccf2,NewMember For155070,NewMember For155070,null,null,null,null,null,null,null,null,NewMember For155070,NewMember For155070,null,null,null,null,null,null,113038,113038,NewMember For155070 Add Name,NewMember For155070 Add Name,NewMember For155070 L1,NewMember For155070 L1,NewMember For155070 L2,NewMember For155070 L2,null,null,Bham,Bham,Alabama,Alabama,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,324554,324554,Test Case Passed
76079,44883,44883,73307,73307,USA,USA,112623,112623,BA8569C0-F2C7-4704-99F0-49054C51CCF2,ba8569c0-f2c7-4704-99f0-49054c51ccf2,NewMember For155070,NewMember For155070,null,null,null,null,null,null,null,null,NewMember For155070,NewMember For155070,null,null,null,null,null,null,113038,113038,NewMember For155070 Add Name,NewMember For155070 Add Name,NewMember For155070 L1,NewMember For155070 L1,NewMember For155070 L2,NewMember For155070 L2,null,null,Bham,Bham,Alabama,Alabama,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,324554,324554,Test Case Passed
76078,44883,44883,73307,73307,USA,USA,112623,112623,BA8569C0-F2C7-4704-99F0-49054C51CCF2,ba8569c0-f2c7-4704-99f0-49054c51ccf2,NewMember For155070,NewMember For155070,null,null,null,null,null,null,null,null,NewMember For155070,NewMember For155070,null,null,null,null,null,null,113038,113038,NewMember For155070 Add Name,NewMember For155070 Add Name,NewMember For155070 L1,NewMember For155070 L1,NewMember For155070 L2,NewMember For155070 L2,null,null,Bham,Bham,Alabama,Alabama,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,324554,324554,Test Case Passed
76077,44882,44883,73306,73307,GBR,USA,112622,112623,620D0B0D-ED19-43F6-8141-5DACD4307C5F,ba8569c0-f2c7-4704-99f0-49054c51ccf2,NewMember ForAPI,NewMember For155070,null,null,null,null,null,null,null,null,NewMember ForAPI,NewMember For155070,null,null,null,null,null,null,113037,113038,NewMember ForAPI AddName,NewMember For155070 Add Name,NewMember ForAPI L1,NewMember For155070 L1,NewMember ForAPI L2,NewMember For155070 L2,null,null,BHAM,Bham,null,Alabama,UNITED KINGDOM,UNITED STATES OF AMERICA,B37 7HG,324554,Test Case failed
76077,44883,44883,73307,73307,USA,USA,112623,112623,BA8569C0-F2C7-4704-99F0-49054C51CCF2,ba8569c0-f2c7-4704-99f0-49054c51ccf2,NewMember For155070,NewMember For155070,null,null,null,null,null,null,null,null,NewMember For155070,NewMember For155070,null,null,null,null,null,null,113038,113038,NewMember For155070 Add Name,NewMember For155070 Add Name,NewMember For155070 L1,NewMember For155070 L1,NewMember For155070 L2,NewMember For155070 L2,null,null,Bham,Bham,Alabama,Alabama,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,324554,324554,Test Case Passed
76076,44882,44882,73306,73306,GBR,GBR,112622,112622,620D0B0D-ED19-43F6-8141-5DACD4307C5F,620d0b0d-ed19-43f6-8141-5dacd4307c5f,NewMember ForAPI,NewMember ForAPI,null,null,null,null,null,null,null,null,NewMember ForAPI,NewMember ForAPI,null,null,null,null,null,null,113037,113037,NewMember ForAPI AddName,NewMember ForAPI AddName,NewMember ForAPI L1,NewMember ForAPI L1,NewMember ForAPI L2,NewMember ForAPI L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case Passed
76075,44882,44882,73306,73306,GBR,GBR,112622,112622,620D0B0D-ED19-43F6-8141-5DACD4307C5F,620d0b0d-ed19-43f6-8141-5dacd4307c5f,NewMember ForAPI,NewMember ForAPI,null,null,null,null,null,null,null,null,NewMember ForAPI,NewMember ForAPI,null,null,null,null,null,null,113037,113037,NewMember ForAPI AddName,NewMember ForAPI AddName,NewMember ForAPI L1,NewMember ForAPI L1,NewMember ForAPI L2,NewMember ForAPI L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case Passed
76074,44882,44882,73306,73306,GBR,GBR,112622,112622,620D0B0D-ED19-43F6-8141-5DACD4307C5F,620d0b0d-ed19-43f6-8141-5dacd4307c5f,NewMember ForAPI,NewMember ForAPI,null,null,null,null,null,null,null,null,NewMember ForAPI,NewMember ForAPI,null,null,null,null,null,null,113037,113037,NewMember ForAPI AddName,NewMember ForAPI AddName,NewMember ForAPI L1,NewMember ForAPI L1,NewMember ForAPI L2,NewMember ForAPI L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case Passed
76073,44882,44882,73306,73306,GBR,GBR,112622,112622,620D0B0D-ED19-43F6-8141-5DACD4307C5F,620d0b0d-ed19-43f6-8141-5dacd4307c5f,NewMember ForAPI,NewMember ForAPI,null,null,null,null,null,null,null,null,NewMember ForAPI,NewMember ForAPI,null,null,null,null,null,null,113037,113037,NewMember ForAPI AddName,NewMember ForAPI AddName,NewMember ForAPI L1,NewMember ForAPI L1,NewMember ForAPI L2,NewMember ForAPI L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case Passed
76072,44882,44882,73306,73306,GBR,GBR,112622,112622,620D0B0D-ED19-43F6-8141-5DACD4307C5F,620d0b0d-ed19-43f6-8141-5dacd4307c5f,NewMember ForAPI,NewMember ForAPI,null,null,null,null,null,null,null,null,NewMember ForAPI,NewMember ForAPI,null,null,null,null,null,null,113037,113037,NewMember ForAPI AddName,NewMember ForAPI AddName,NewMember ForAPI L1,NewMember ForAPI L1,NewMember ForAPI L2,NewMember ForAPI L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case Passed
76071,44882,44882,73306,73306,GBR,GBR,112622,112622,620D0B0D-ED19-43F6-8141-5DACD4307C5F,620d0b0d-ed19-43f6-8141-5dacd4307c5f,NewMember ForAPI,NewMember ForAPI,null,null,null,null,null,null,null,null,NewMember ForAPI,NewMember ForAPI,null,null,null,null,null,null,113037,113037,NewMember ForAPI AddName,NewMember ForAPI AddName,NewMember ForAPI L1,NewMember ForAPI L1,NewMember ForAPI L2,NewMember ForAPI L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case Passed
76070,44881,44881,73305,73305,GBR,GBR,112620,112620,D1782C2F-4877-4C8E-B317-17E15AA48079,d1782c2f-4877-4c8e-b317-17e15aa48079,New MemberFINAL,New MemberREAL2,null,null,null,null,null,null,null,null,New MemberFINAL,New MemberREAL2,null,null,null,null,null,null,113035,113035,New MemberWORK Add Name,New MemberWORK Add Name,New MemberWORK L1,New MemberWORK L1,New MemberWORK L2,New MemberWORK L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case failed
76069,44881,44881,73305,73305,GBR,GBR,112620,112620,D1782C2F-4877-4C8E-B317-17E15AA48079,d1782c2f-4877-4c8e-b317-17e15aa48079,New MemberFINAL,New MemberChange1,null,null,null,null,null,null,null,null,New MemberFINAL,New MemberChange1,null,null,null,null,null,null,113035,113035,New MemberWORK Add Name,New MemberWORK Add Name,New MemberWORK L1,New MemberWORK L1,New MemberWORK L2,New MemberWORK L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case failed
76068,44881,44881,73305,73305,GBR,GBR,112620,112620,D1782C2F-4877-4C8E-B317-17E15AA48079,d1782c2f-4877-4c8e-b317-17e15aa48079,New MemberFINAL,New MemberWORK,null,null,null,null,null,null,null,null,New MemberFINAL,New MemberWORK,null,null,null,null,null,null,113035,113035,New MemberWORK Add Name,New MemberWORK Add Name,New MemberWORK L1,New MemberWORK L1,New MemberWORK L2,New MemberWORK L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case failed
76067,44881,44881,73305,73305,GBR,GBR,112620,112620,D1782C2F-4877-4C8E-B317-17E15AA48079,d1782c2f-4877-4c8e-b317-17e15aa48079,New MemberFINAL,New MemberFINAL,null,null,null,null,null,null,null,null,New MemberFINAL,New MemberFINAL,null,null,null,null,null,null,113035,113035,New MemberWORK Add Name,New MemberWORK Add Name,New MemberWORK L1,New MemberWORK L1,New MemberWORK L2,New MemberWORK L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case Passed
76066,44881,44881,73305,73305,GBR,GBR,112620,112620,D1782C2F-4877-4C8E-B317-17E15AA48079,d1782c2f-4877-4c8e-b317-17e15aa48079,New MemberFINAL,New MemberChange1,null,null,null,null,null,null,null,null,New MemberFINAL,New MemberChange1,null,null,null,null,null,null,113035,113035,New MemberWORK Add Name,New MemberWORK Add Name,New MemberWORK L1,New MemberWORK L1,New MemberWORK L2,New MemberWORK L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case failed
76065,44881,44881,73305,73305,GBR,GBR,112620,112620,D1782C2F-4877-4C8E-B317-17E15AA48079,d1782c2f-4877-4c8e-b317-17e15aa48079,New MemberFINAL,New MemberFINAL,null,null,null,null,null,null,null,null,New MemberFINAL,New MemberFINAL,null,null,null,null,null,null,113035,113035,New MemberWORK Add Name,New MemberWORK Add Name,New MemberWORK L1,New MemberWORK L1,New MemberWORK L2,New MemberWORK L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case Passed
76064,44881,44881,73305,73305,GBR,GBR,112620,112620,D1782C2F-4877-4C8E-B317-17E15AA48079,d1782c2f-4877-4c8e-b317-17e15aa48079,New MemberFINAL,New MemberChange1,null,null,null,null,null,null,null,null,New MemberFINAL,New MemberChange1,null,null,null,null,null,null,113035,113035,New MemberWORK Add Name,New MemberWORK Add Name,New MemberWORK L1,New MemberWORK L1,New MemberWORK L2,New MemberWORK L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case failed
76063,44881,44881,73305,73305,GBR,GBR,112620,112620,D1782C2F-4877-4C8E-B317-17E15AA48079,d1782c2f-4877-4c8e-b317-17e15aa48079,New MemberFINAL,New MemberWORK,null,null,null,null,null,null,null,null,New MemberFINAL,New MemberWORK,null,null,null,null,null,null,113035,113035,New MemberWORK Add Name,New MemberWORK Add Name,New MemberWORK L1,New MemberWORK L1,New MemberWORK L2,New MemberWORK L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case failed
76062,44881,44881,73305,73305,GBR,GBR,112620,112620,D1782C2F-4877-4C8E-B317-17E15AA48079,d1782c2f-4877-4c8e-b317-17e15aa48079,New MemberFINAL,New MemberWORK,null,null,null,null,null,null,null,null,New MemberFINAL,New MemberWORK,null,null,null,null,null,null,113035,113035,New MemberWORK Add Name,New MemberWORK Add Name,New MemberWORK L1,New MemberWORK L1,New MemberWORK L2,New MemberWORK L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case failed
76061,44881,44881,73305,73305,GBR,GBR,112620,112620,D1782C2F-4877-4C8E-B317-17E15AA48079,d1782c2f-4877-4c8e-b317-17e15aa48079,New MemberFINAL,New MemberWORK,null,null,null,null,null,null,null,null,New MemberFINAL,New MemberWORK,null,null,null,null,null,null,113035,113035,New MemberWORK Add Name,New MemberWORK Add Name,New MemberWORK L1,New MemberWORK L1,New MemberWORK L2,New MemberWORK L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case failed
76060,44881,44881,73305,73305,GBR,GBR,112620,112620,D1782C2F-4877-4C8E-B317-17E15AA48079,d1782c2f-4877-4c8e-b317-17e15aa48079,New MemberFINAL,New MemberFINAL,null,null,null,null,null,null,null,null,New MemberFINAL,New MemberFINAL,null,null,null,null,null,null,113035,113035,New MemberWORK Add Name,New MemberWORK Add Name,New MemberWORK L1,New MemberWORK L1,New MemberWORK L2,New MemberWORK L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case Passed
76059,44881,44881,73305,73305,GBR,GBR,112620,112620,D1782C2F-4877-4C8E-B317-17E15AA48079,d1782c2f-4877-4c8e-b317-17e15aa48079,New MemberFINAL,New MemberChange1,null,null,null,null,null,null,null,null,New MemberFINAL,New MemberChange1,null,null,null,null,null,null,113035,113035,New MemberWORK Add Name,New MemberWORK Add Name,New MemberWORK L1,New MemberWORK L1,New MemberWORK L2,New MemberWORK L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case failed
76057,44881,44881,73305,73305,GBR,GBR,112620,112620,D1782C2F-4877-4C8E-B317-17E15AA48079,d1782c2f-4877-4c8e-b317-17e15aa48079,New MemberFINAL,New MemberFINAL,null,null,null,null,null,null,null,null,New MemberFINAL,New MemberFINAL,null,null,null,null,null,null,113035,113035,New MemberWORK Add Name,New MemberWORK Add Name,New MemberWORK L1,New MemberWORK L1,New MemberWORK L2,New MemberWORK L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case Passed
76056,44881,44881,73305,73305,GBR,GBR,112620,112620,D1782C2F-4877-4C8E-B317-17E15AA48079,d1782c2f-4877-4c8e-b317-17e15aa48079,New MemberFINAL,New MemberWORK,null,null,null,null,null,null,null,null,New MemberFINAL,New MemberWORK,null,null,null,null,null,null,113035,113035,New MemberWORK Add Name,New MemberWORK Add Name,New MemberWORK L1,New MemberWORK L1,New MemberWORK L2,New MemberWORK L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case failed
76055,44880,44880,73304,73304,GBR,GBR,112618,112618,02F16FF0-9987-4B6E-84CE-5E022CD3BD29,02f16ff0-9987-4b6e-84ce-5e022cd3bd29,New4 Safety,New4 Safety,null,null,null,null,null,null,null,null,New4 Safety,New4 Safety,null,null,null,null,null,null,113033,113033,New4 Safety Add Name,New4 Safety Add Name,New4 Safety L1,New4 Safety L1,New4 Safety L2,New4 Safety L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case Passed
76054,31227,31227,50700,50700,MLT,MLT,30893,30893,482CCE32-2299-E111-916A-001F29E68CCE,482cce32-2299-e111-916a-001f29e68cce,Eleven Yachting Limited,Eleven Yachting Limited,null,null,null,null,null,null,Eleven Yachting Limited,Eleven Yachting Limited,Eleven Yachting Limited,Eleven Yachting Limited,er@capeyachting.com,er@capeyachting.com,null,null,null,null,11038,11038,5/1  Merchants Street,5/1  Merchants Street,null,null,null,null,null,null,Valletta,Valletta,null,null,MALTA,MALTA,VLT 1171,VLT 1171,Test Case Passed
76053,31227,31227,50700,50700,MLT,MLT,30893,30893,482CCE32-2299-E111-916A-001F29E68CCE,482cce32-2299-e111-916a-001f29e68cce,Eleven Yachting Limited,Eleven Yachting Limited,null,null,null,null,null,null,Eleven Yachting Limited,Eleven Yachting Limited,Eleven Yachting Limited,Eleven Yachting Limited,er@capeyachting.com,er@capeyachting.com,null,null,null,null,11038,11038,5/1  Merchants Street,5/1  Merchants Street,null,null,null,null,null,null,Valletta,Valletta,null,null,MALTA,MALTA,VLT 1171,VLT 1171,Test Case Passed
76053,32609,31227,54000,50700,CAN,MLT,33118,30893,71D0AB22-021C-E311-9441-001F29E68CCE,482cce32-2299-e111-916a-001f29e68cce,Andrew Scott,Eleven Yachting Limited,null,null,null,null,null,null,Andrew Scott,Eleven Yachting Limited,Andrew Scott,Eleven Yachting Limited,--,er@capeyachting.com,null,null,null,null,11714,11038,PO Box 294  203 Tacan Road,5/1  Merchants Street,null,null,null,null,null,null,Sandspit,Valletta,BC,null,CANADA,MALTA,V0T 1T0,VLT 1171,Test Case failed
76052,31520,31520,51558,51558,NLD,NLD,31373,31373,58D6722A-4609-E211-BDB4-001F29E68CCE,58d6722a-4609-e211-bdb4-001f29e68cce,Reimerswaal Dredging V.O.F,Reimerswaal Dredging V.O.F,null,null,null,null,null,null,null,null,Reimerswaal Dredging V.O.F,Reimerswaal Dredging V.O.F,-,-,null,null,null,null,16961,16961,Nieuwe Diep 1,Nieuwe Diep 1,null,null,null,null,null,null,Goes,Goes,null,null,NETHERLANDS,NETHERLANDS,4465 AA,4465 AA,Test Case Passed
76051,44879,44879,73303,73303,IND,IND,112616,112616,5D880F95-44FE-461E-BC1F-ABB80AD6E839,5d880f95-44fe-461e-bc1f-abb80ad6e839,Day0_MemberByRef,Day0_MemberByRef,null,null,null,null,null,null,null,null,Day0_MemberByRef,Day0_MemberByRef,daywise@memberbyref.com,daywise@memberbyref.com,+19839829829,+19839829829,null,null,113031,113031,LPK 201,LPK 201,E Street,E Street,greta road,greta road,Eastern site,Eastern site,NY,NY,NYC,NYC,INDIA,UNITED STATES OF AMERICA,9029,9029,Test Case failed
76050,44879,44879,73303,73303,IND,IND,112616,112616,5D880F95-44FE-461E-BC1F-ABB80AD6E839,5d880f95-44fe-461e-bc1f-abb80ad6e839,Day0_MemberByRef,Day0_MemberByRef,null,null,null,null,null,null,null,null,Day0_MemberByRef,Day0_MemberByRef,daywise@memberbyref.com,daywise@memberbyref.com,+19839829829,+19839829829,null,null,113031,113031,LPK 201,LPK 201,E Street,E Street,greta road,greta road,Eastern site,Eastern site,NY,NY,NYC,NYC,INDIA,UNITED STATES OF AMERICA,9029,9029,Test Case failed
76049,44878,44878,73302,73302,PER,PER,112614,112614,5DB82152-590B-41F0-92FB-33DF77097668,5db82152-590b-41f0-92fb-33df77097668,Day3_Member,Day3_Member,null,null,null,null,null,null,null,null,Day3_Member,Day3_Member,day0@day0.com,day0@day0.com,900000000,900000000,800000000,800000000,113029,113029,Day0_AddressName,Day0_AddressName,Day0_Line1,Day0_Line1,Day0_Line2,Day0_Line2,Day0_Line3,Day0_Line3,Day0_City,Day0_City,Day0_State,Day0_State,PERU,INDIA,100000,100000,Test Case failed
76048,44878,44878,73302,73302,PER,IND,112614,112614,5DB82152-590B-41F0-92FB-33DF77097668,5db82152-590b-41f0-92fb-33df77097668,Day3_Member,Day0_Member,null,null,null,null,null,null,null,null,Day3_Member,Day0_Member,day0@day0.com,day0@day0.com,900000000,900000000,800000000,800000000,113029,113029,Day0_AddressName,Day0_AddressName,Day0_Line1,Day0_Line1,Day0_Line2,Day0_Line2,Day0_Line3,Day0_Line3,Day0_City,Day0_City,Day0_State,Day0_State,PERU,INDIA,100000,100000,Test Case failed
76047,44877,44877,73301,73301,ARE,ARE,112613,112613,CB62B85D-EC5E-4330-A182-F042A8E75AC6,cb62b85d-ec5e-4330-a182-f042a8e75ac6,NoRiskMember,NoRiskMember,null,null,null,null,null,null,null,null,NoRiskMember,NoRiskMember,NoRiskMember@NoRiskMember.com,NoRiskMember@NoRiskMember.com,908765789,908765789,908765789,908765789,113028,113028,NoRiskMemberAddress,NoRiskMemberAddress,NoRiskMemberL1,NoRiskMemberL1,NoRiskMemberL2,NoRiskMemberL2,NoRiskMemberL3,NoRiskMemberL3,NoRiskMemberCity,NoRiskMemberCity,NoRiskMemberState,NoRiskMemberState,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,87655789,87655789,Test Case Passed
76046,44865,44865,73289,73289,BTN,BTN,112590,112590,745BA2F0-509E-4D87-9F89-5C5076950F2D,745ba2f0-509e-4d87-9f89-5c5076950f2d,Day3_MemberForRiskName,Day3_MemberForRiskName,null,null,null,null,null,null,null,null,Day3_MemberForRiskName,Day3_MemberForRiskName,day2@email.com,day2@email.com,9000000002,9000000002,2000000002,2000000002,113005,113005,Day2_AddessName,Day2_AddessName,Day2_Line1,Day2_Line1,Day2_Line2,Day2_Line2,Day2_Line3,Day2_Line3,Day2_City,Day2_City,Day2_State,Day2_State,BHUTAN,INDIA,200000,200000,Test Case failed
76045,44865,44865,73289,73289,BTN,IND,112590,112590,745BA2F0-509E-4D87-9F89-5C5076950F2D,745ba2f0-509e-4d87-9f89-5c5076950f2d,Day3_MemberForRiskName,SurajMember,null,null,null,null,null,null,null,null,Day3_MemberForRiskName,SurajMember,day2@email.com,suraj.khole@adrosonic.com,9000000002,09004465554,2000000002,null,113005,113005,Day2_AddessName,Day2_AddessName,Day2_Line1,Day2_Line1,Day2_Line2,Day2_Line2,Day2_Line3,Day2_Line3,Day2_City,Day2_City,Day2_State,Day2_State,BHUTAN,INDIA,200000,200000,Test Case failed
76043,31227,31227,50700,50700,MLT,MLT,30893,30893,482CCE32-2299-E111-916A-001F29E68CCE,482cce32-2299-e111-916a-001f29e68cce,Eleven Yachting Limited,Eleven Yachting Limited,null,null,null,null,null,null,Eleven Yachting Limited,Eleven Yachting Limited,Eleven Yachting Limited,Eleven Yachting Limited,er@capeyachting.com,er@capeyachting.com,null,null,null,null,11038,11038,5/1  Merchants Street,5/1  Merchants Street,null,null,null,null,null,null,Valletta,Valletta,null,null,MALTA,MALTA,VLT 1171,VLT 1171,Test Case Passed
76042,31227,31227,50700,50700,MLT,MLT,30893,30893,482CCE32-2299-E111-916A-001F29E68CCE,482cce32-2299-e111-916a-001f29e68cce,Eleven Yachting Limited,Eleven Yachting Limited,null,null,null,null,null,null,Eleven Yachting Limited,Eleven Yachting Limited,Eleven Yachting Limited,Eleven Yachting Limited,er@capeyachting.com,er@capeyachting.com,null,null,null,null,11038,11038,5/1  Merchants Street,5/1  Merchants Street,null,null,null,null,null,null,Valletta,Valletta,null,null,MALTA,MALTA,VLT 1171,VLT 1171,Test Case Passed
76041,31227,31227,50700,50700,MLT,MLT,30893,30893,482CCE32-2299-E111-916A-001F29E68CCE,482cce32-2299-e111-916a-001f29e68cce,Eleven Yachting Limited,Eleven Yachting Limited,null,null,null,null,null,null,Eleven Yachting Limited,Eleven Yachting Limited,Eleven Yachting Limited,Eleven Yachting Limited,er@capeyachting.com,er@capeyachting.com,null,null,null,null,11038,11038,5/1  Merchants Street,5/1  Merchants Street,null,null,null,null,null,null,Valletta,Valletta,null,null,MALTA,MALTA,VLT 1171,VLT 1171,Test Case Passed
76040,31227,31227,50700,50700,MLT,MLT,30893,30893,482CCE32-2299-E111-916A-001F29E68CCE,482cce32-2299-e111-916a-001f29e68cce,Eleven Yachting Limited,Eleven Yachting Limited,null,null,null,null,null,null,Eleven Yachting Limited,Eleven Yachting Limited,Eleven Yachting Limited,Eleven Yachting Limited,er@capeyachting.com,er@capeyachting.com,null,null,null,null,11038,11038,5/1  Merchants Street,5/1  Merchants Street,null,null,null,null,null,null,Valletta,Valletta,null,null,MALTA,MALTA,VLT 1171,VLT 1171,Test Case Passed
76039,31227,31227,50700,50700,MLT,MLT,30893,30893,482CCE32-2299-E111-916A-001F29E68CCE,482cce32-2299-e111-916a-001f29e68cce,Eleven Yachting Limited,Eleven Yachting Limited,null,null,null,null,null,null,Eleven Yachting Limited,Eleven Yachting Limited,Eleven Yachting Limited,Eleven Yachting Limited,er@capeyachting.com,er@capeyachting.com,null,null,null,null,11038,11038,5/1  Merchants Street,5/1  Merchants Street,null,null,null,null,null,null,Valletta,Valletta,null,null,MALTA,MALTA,VLT 1171,VLT 1171,Test Case Passed
76038,35694,35694,58014,58014,ITA,ITA,37039,37039,F389ABA7-9D49-E611-8C3F-005056B03908,f389aba7-9d49-e611-8c3f-005056b03908,Maria Paola Merloni,Maria Paola Merloni,null,null,null,null,null,null,Maria Paola Merloni,Maria Paola Merloni,Maria Paola Merloni,Maria Paola Merloni,Robert.Higham@crsyachts.com,Robert.Higham@crsyachts.com,null,null,null,null,19112,19112,Frazione Collegiglioni  40,Frazione Collegiglioni  40,null,null,null,null,null,null,60044 Fabriano (AN),60044 Fabriano (AN),null,null,ITALY,ITALY,null,null,Test Case Passed
76037,31227,31227,50700,50700,MLT,MLT,30893,30893,482CCE32-2299-E111-916A-001F29E68CCE,482cce32-2299-e111-916a-001f29e68cce,Eleven Yachting Limited,Eleven Yachting Limited,null,null,null,null,null,null,Eleven Yachting Limited,Eleven Yachting Limited,Eleven Yachting Limited,Eleven Yachting Limited,er@capeyachting.com,er@capeyachting.com,null,null,null,null,11038,11038,5/1  Merchants Street,5/1  Merchants Street,null,null,null,null,null,null,Valletta,Valletta,null,null,MALTA,MALTA,VLT 1171,VLT 1171,Test Case Passed
76035,44866,44866,73290,73290,DNK,DNK,112591,112591,56D45452-B8E3-451A-A226-932086EB47A5,56d45452-b8e3-451a-a226-932086eb47a5,Suraj Member,Suraj Member,null,null,null,null,null,null,null,null,Suraj Member,Suraj Member,test1@adro1.com,test1@adro1.com,9089090909,9089090909,null,null,113006,113006,MTAAddressName,MTAAddressName,MTALine1,MTALine1,MTALine2,MTALine2,MTALine3,MTALine3,MTACity,MTACity,MTAState,MTAState,DENMARK,INDIA,411033,411033,Test Case failed
76034,44866,44866,73290,73290,DNK,DNK,112591,112591,56D45452-B8E3-451A-A226-932086EB47A5,56d45452-b8e3-451a-a226-932086eb47a5,Suraj Member,Suraj Member,null,null,null,null,null,null,null,null,Suraj Member,Suraj Member,test1@adro1.com,test1@adro1.com,9089090909,9089090909,null,null,113006,113006,MTAAddressName,MTAAddressName,MTALine1,MTALine1,MTALine2,MTALine2,MTALine3,MTALine3,MTACity,MTACity,MTAState,MTAState,DENMARK,INDIA,411033,411033,Test Case failed
