SQL_ApplicationRiskId,API_ApplicationRiskId,SQL_Id,API_Id,SQL_RiskReference,API_RiskReference,SQL_MemberId,API_MemberId,SQL_MemberReference,API_MemberReference,SQL_MemberName,API_MemberName,SQL_ApplicationId,API_ApplicationId,SQL_ApplicationReference,API_ApplicationReference,SQL_ApplicationType,API_ApplicationType,SQL_EmailAddress,API_EmailAddress,SQL_VesselId,API_VesselId,SQL_ImoNumber,API_ImoNumber,SQL_VesselName,API_VesselName,SQL_VesselType,API_VesselType,SQL_CallSign,API_CallSign,SQL_GrossTonnage,API_GrossTonnage,SQL_YearBuilt,API_YearBuilt,SQL_FlagCountryCode,API_FlagCountryCode,SQL_FlagCountryName,API_FlagCountryName,SQL_PortOfRegistryCode,API_PortOfRegistryCode,SQL_PortOfRegistryName,API_PortOfRegistryName,SQL_RiskCategoryName,API_RiskCategoryName,SQL_EngineHorsePower,API_EngineHorsePower,SQL_TrademarkEngineModelNumber,API_TrademarkEngineModelNumber,Status
150703,150703,130132,130132,682590,682590,44884,44884,73308,73308,FirstUpdate Member,OriginalName Member,76087,76087,1044598,1044598,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130132,130132,3454238,3454238,SecondPol Risk,SecondPol Risk,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,2pr,2pr,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150702,150702,130132,130132,682590,682590,44884,44884,73308,73308,FirstUpdate Member,OriginalName Member,76086,76086,1044598,1044598,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130132,130132,3454238,3454238,SecondPol Risk,SecondPol Risk,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,2pr,2pr,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150701,150700,130131,130130,682589,682588,44884,44884,73308,73308,FirstUpdate Member,FirstUpdate Member,76085,76085,1044597,1044597,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130131,130130,8793598,4363498,Risk2 ForMember,Risk1 ForMember,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,po2,ep1,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150700,150700,130130,130130,682588,682588,44884,44884,73308,73308,FirstUpdate Member,FirstUpdate Member,76085,76085,1044597,1044597,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130130,130130,4363498,4363498,Risk1 ForMember,Risk1 ForMember,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ep1,ep1,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150699,150698,130131,130130,682589,682588,44884,44884,73308,73308,FirstUpdate Member,OriginalName Member,76084,76084,1044597,1044597,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130131,130130,8793598,4363498,Risk2 ForMember,Risk1 ForMember,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,po2,ep1,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150698,150698,130130,130130,682588,682588,44884,44884,73308,73308,FirstUpdate Member,OriginalName Member,76084,76084,1044597,1044597,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130130,130130,4363498,4363498,Risk1 ForMember,Risk1 ForMember,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ep1,ep1,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150697,150697,130129,130129,682587,682587,44883,44883,73307,73307,NewMember For155070,NewMember For155070,76083,76083,1044596,1044596,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130129,130129,3536323,3536323,SecondRisk,SecondRisk,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,er234,er234,3333,3333,2012,2012,USA,USA,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,MIA,MIA,MIAMI,MIAMI,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150696,150696,130129,130129,682587,682587,44883,44883,73307,73307,NewMember For155070,NewMember For155070,76082,76082,1044596,1044596,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130129,130129,3536323,3536323,SecondRisk,DosRisk,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,er234,er234,3333,2500,2012,2012,USA,USA,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,MIA,BTN,MIAMI,BOSTON MASS USA,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150695,150695,130128,130128,682586,682586,44883,44883,73307,73307,NewMember For155070,NewMember For155070,76081,76081,1044595,1044595,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130128,130128,5432648,5432648,FirstRisk,FirstRisk,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,AAIIAIO,AAIIAIO,3333,3333,2012,2012,USA,USA,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,MIA,MIA,MIAMI,MIAMI,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150692,150692,130128,130128,682586,682586,44883,44883,73307,73307,NewMember For155070,NewMember For155070,76078,76078,1044594,1044594,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130128,130128,5432648,5432648,FirstRisk,FirstRisk,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,AAIIAIO,AAIIAIO,3333,3333,2012,2012,USA,USA,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,MIA,MIA,MIAMI,MIAMI,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150691,150691,130128,130128,682586,682586,44883,44883,73307,73307,NewMember For155070,NewMember For155070,76077,76077,1044594,1044594,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130128,130128,5432648,5432648,FirstRisk,UnoRisk,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,AAIIAIO,AAIIAIO,3333,2500,2012,2012,USA,USA,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,MIA,BTN,MIAMI,BOSTON MASS USA,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150690,150689,130127,130126,682585,682584,44882,44882,73306,73306,NewMember ForAPI,NewMember ForAPI,76076,76076,1044593,1044593,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130127,130126,5646445,2354534,B152672 R2r3,B152672 R2r2,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,hf,oi,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150689,150689,130126,130126,682584,682584,44882,44882,73306,73306,NewMember ForAPI,NewMember ForAPI,76076,76076,1044593,1044593,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130126,130126,2354534,2354534,B152672 R2r2,B152672 R2r2,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,oi,oi,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150688,150687,130127,130126,682585,682584,44882,44882,73306,73306,NewMember ForAPI,NewMember ForAPI,76075,76075,1044593,1044593,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130127,130126,5646445,2354534,B152672 R2r3,B152672 R2r2,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,hf,oi,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150687,150687,130126,130126,682584,682584,44882,44882,73306,73306,NewMember ForAPI,NewMember ForAPI,76075,76075,1044593,1044593,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130126,130126,2354534,2354534,B152672 R2r2,B152672 R2r2,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,oi,oi,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150686,150686,130125,130125,682583,682583,44882,44882,73306,73306,NewMember ForAPI,NewMember ForAPI,76074,76074,1044592,1044592,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130125,130125,6544682,6544682,B152672 R2R,B152672 R2R,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,34643,34643,2500,2500,2012,2012,GBR,GBR,UNITED KINGDOM,UNITED KINGDOM,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150685,150685,130125,130125,682583,682583,44882,44882,73306,73306,NewMember ForAPI,NewMember ForAPI,76073,76073,1044592,1044592,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130125,130125,6544682,6544682,B152672 R2R,B152672 R2R,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,34643,34643,2500,2500,2012,2012,GBR,GBR,UNITED KINGDOM,UNITED KINGDOM,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150684,150684,130124,130124,682582,682582,44882,44882,73306,73306,NewMember ForAPI,NewMember ForAPI,76072,76072,1044591,1044591,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130124,130124,null,null,Risk2,Risk2,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150683,150683,130124,130124,682582,682582,44882,44882,73306,73306,NewMember ForAPI,NewMember ForAPI,76071,76071,1044591,1044591,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130124,130124,null,null,Risk2,Risk2,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150682,150682,130123,130123,682581,682581,44881,44881,73305,73305,New MemberFINAL,New MemberREAL2,76070,76070,1044590,1044590,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130123,130123,null,null,AddedARisk,AddedARisk,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150681,150681,130122,130122,682580,682580,44881,44881,73305,73305,New MemberFINAL,New MemberChange1,76069,76069,1044589,1044589,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130122,130122,null,null,AAARRRR111,AAARRRR111,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,GBR,GBR,UNITED KINGDOM,UNITED KINGDOM,FEL,FEL,FELIXSTOWE,FELIXSTOWE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150680,150681,130122,130122,682580,682580,44881,44881,73305,73305,New MemberFINAL,New MemberChange1,76069,76069,1044589,1044589,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130122,130122,null,null,AAARRRR111,AAARRRR111,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,GBR,GBR,UNITED KINGDOM,UNITED KINGDOM,FEL,FEL,FELIXSTOWE,FELIXSTOWE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150679,150679,130121,130121,682579,682579,44881,44881,73305,73305,New MemberFINAL,New MemberWORK,76068,76068,1044588,1044588,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130121,130121,null,null,OneRiskOnly,OneRiskOnly,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150678,150678,130120,130120,682578,682578,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,76067,76067,1044587,1044587,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130120,130120,null,null,RiskBound,RiskBound,YACHT CHARTER MAX 12 PAX,YACHT CHARTER MAX 12 PAX,DDDD,DDDD,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150677,150677,130120,130120,682578,682578,44881,44881,73305,73305,New MemberFINAL,New MemberChange1,76066,76066,1044587,1044587,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130120,130120,null,null,RiskBound,RiskBound,YACHT CHARTER MAX 12 PAX,YACHT CHARTER MAX 12 PAX,DDDD,AAAA,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150676,150676,130119,130119,682577,682577,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,76065,76065,1044586,1044586,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130119,130119,1029388,1029388,OnlyRisk,OnlyRisk,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ABCD3,ABCD3,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150675,150675,130119,130119,682577,682577,44881,44881,73305,73305,New MemberFINAL,New MemberChange1,76064,76064,1044586,1044586,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130119,130119,1029388,1029388,OnlyRisk,OnlyRisk,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,ABCD3,ABCD1,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150672,150671,130118,130117,682576,682575,44881,44881,73305,73305,New MemberFINAL,New MemberWORK,76062,76062,1044584,1044584,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130118,130117,null,null,Bug152891 Risk 2,Bug152891 Risk 1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150671,150671,130117,130117,682575,682575,44881,44881,73305,73305,New MemberFINAL,New MemberWORK,76062,76062,1044584,1044584,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130117,130117,null,null,Bug152891 Risk 1,Bug152891 Risk 1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150670,150669,130118,130117,682576,682575,44881,44881,73305,73305,New MemberFINAL,New MemberWORK,76061,76061,1044584,1044584,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130118,130117,null,null,Bug152891 Risk 2,Bug152891 Risk 1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150669,150669,130117,130117,682575,682575,44881,44881,73305,73305,New MemberFINAL,New MemberWORK,76061,76061,1044584,1044584,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130117,130117,null,null,Bug152891 Risk 1,Bug152891 Risk 1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150668,150668,130116,130116,682574,682574,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,76060,76060,1044583,1044583,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130116,130116,null,null,arisk,arisk,YACHT CHARTER MAX 12 PAX,YACHT CHARTER MAX 12 PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150667,150667,130116,130116,682574,682574,44881,44881,73305,73305,New MemberFINAL,New MemberChange1,76059,76059,1044583,1044583,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130116,130116,null,null,arisk,arisk,YACHT CHARTER MAX 12 PAX,YACHT CHARTER MAX 12 PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150666,150664,130115,130113,682573,682571,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,76057,76057,1044581,1044581,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130115,130113,null,null,R2B152672 R3,R2B152672 R1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,3333,2012,2012,GBR,ITA,UNITED KINGDOM,ITALY,FEL,GEN,FELIXSTOWE,GENOA,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150665,150664,130114,130113,682572,682571,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,76057,76057,1044581,1044581,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130114,130113,null,null,R2B152672 R2,R2B152672 R1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,3333,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,GEN,CORK,GENOA,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150664,150664,130113,130113,682571,682571,44881,44881,73305,73305,New MemberFINAL,New MemberFINAL,76057,76057,1044581,1044581,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130113,130113,null,null,R2B152672 R1,R2B152672 R1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,3333,3333,2012,2012,ITA,ITA,ITALY,ITALY,GEN,GEN,GENOA,GENOA,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150663,150661,130115,130113,682573,682571,44881,44881,73305,73305,New MemberFINAL,New MemberWORK,76056,76056,1044581,1044581,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130115,130113,null,null,R2B152672 R3,R2B152672 R1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,3333,2012,2012,GBR,ITA,UNITED KINGDOM,ITALY,FEL,GEN,FELIXSTOWE,GENOA,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150662,150661,130114,130113,682572,682571,44881,44881,73305,73305,New MemberFINAL,New MemberWORK,76056,76056,1044581,1044581,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130114,130113,null,null,R2B152672 R2,R2B152672 R1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,3333,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,GEN,CORK,GENOA,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150661,150661,130113,130113,682571,682571,44881,44881,73305,73305,New MemberFINAL,New MemberWORK,76056,76056,1044581,1044581,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130113,130113,null,null,R2B152672 R1,R2B152672 R1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,3333,3333,2012,2012,ITA,ITA,ITALY,ITALY,GEN,GEN,GENOA,GENOA,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150660,150658,130112,130110,682570,682568,44880,44880,73304,73304,New4 Safety,New4 Safety,76055,76055,1044580,1044580,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130112,130110,null,null,B152672 R3,B152672 R1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,GBR,ITA,UNITED KINGDOM,ITALY,FEL,TRE,FELIXSTOWE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150659,150658,130111,130110,682569,682568,44880,44880,73304,73304,New4 Safety,New4 Safety,76055,76055,1044580,1044580,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130111,130110,null,null,B152672 R2,B152672 R1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,IRL,ITA,IRELAND REPUBLIC OF,ITALY,COR,TRE,CORK,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is failed
150658,150658,130110,130110,682568,682568,44880,44880,73304,73304,New4 Safety,New4 Safety,76055,76055,1044580,1044580,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130110,130110,null,null,B152672 R1,B152672 R1,YACHT CHARTER 13+ PAX,YACHT CHARTER 13+ PAX,null,null,2500,2500,2012,2012,ITA,ITA,ITALY,ITALY,TRE,TRE,TRIESTE,TRIESTE,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150657,150657,130109,130109,682567,682567,31227,31227,50700,50700,Eleven Yachting Limited,Eleven Yachting Limited,76054,76054,1044579,1044579,Quote,Quote,Nicola.Kingman@shipownersclub.com,Nicola.Kingman@shipownersclub.com,130109,130109,null,null,ganbatte kudasai,ganbatte kudasai,YACHT PRIVATE OWNED NO CHARTER,YACHT PRIVATE OWNED NO CHARTER,null,null,123,123,2003,2003,ALD,ALD,ALAND ISLANDS,ALAND ISLANDS,A G,A G,A GUARDA,A GUARDA,YACHTS,YACHTS,null,null,null,null,Test Case is passed
150656,150656,130108,130108,682566,682566,31227,31227,50700,50700,Eleven Yachting Limited,Eleven Yachting Limited,76053,76053,1044578,1044578,Quote,Quote,Nicola.Kingman@shipownersclub.com,Nicola.Kingman@shipownersclub.com,130108,130108,null,null,ganbatte,ganbatte,DREDGING (FISHING),DREDGING (FISHING),null,null,123,123,2003,2003,ALD,ALD,ALAND ISLANDS,ALAND ISLANDS,A G,A G,A GUARDA,A GUARDA,FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case is passed
150654,150654,130107,130107,682565,682565,44879,44879,73303,73303,Day0_MemberByRef,Day0_MemberByRef,76051,76051,1044576,1044576,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130107,130107,8765345,8765345,SurajRisk,SurajRisk,DREDGING (FISHING),DREDGING (FISHING),123,123,120,120,2000,2000,IND,IND,INDIA,INDIA,GOI,GOI,GOA (INDIA),GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case is passed
150653,150653,130107,130107,682565,682565,44879,44879,73303,73303,Day0_MemberByRef,Day0_MemberByRef,76050,76050,1044576,1044576,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130107,130107,8765345,8765345,SurajRisk,SurajRisk,DREDGING (FISHING),DREDGING (FISHING),123,123,120,120,2000,2000,IND,IND,INDIA,INDIA,GOI,GOI,GOA (INDIA),GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case is passed
150652,150652,130106,130106,682564,682564,44878,44878,73302,73302,Day3_Member,Day3_Member,76049,76049,1044575,1044575,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130106,130106,null,null,MTAVessel,MTAVessel,DREDGING (FISHING),DREDGING (FISHING),1000,1000,200,200,2020,2020,IND,IND,INDIA,INDIA,GOI,GOI,GOA (INDIA),GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,test Outboard Motor Serial 1,Test Case is failed
150651,150651,130106,130106,682564,682564,44878,44878,73302,73302,Day3_Member,Day0_Member,76048,76048,1044575,1044575,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130106,130106,null,null,MTAVessel,MTAVessel,DREDGING (FISHING),DREDGING (FISHING),1000,1000,200,200,2020,2020,IND,IND,INDIA,INDIA,GOI,GOI,GOA (INDIA),GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,test Outboard Motor Serial 1,Test Case is failed
150650,150650,130105,130105,682563,682563,44865,44865,73289,73289,Day3_MemberForRiskName,Day3_MemberForRiskName,76046,76046,1044573,1044573,Policy,Policy,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130105,130105,8765345,8765345,SurajRisk,SurajRisk,DREDGING (FISHING),DREDGING (FISHING),123,123,120,120,2000,2000,IND,IND,INDIA,INDIA,GOI,GOI,GOA (INDIA),GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case is passed
150649,150649,130105,130105,682563,682563,44865,44865,73289,73289,Day3_MemberForRiskName,SurajMember,76045,76045,1044573,1044573,Quote,Quote,Janie.Welsh@shipownersclub.com,Janie.Welsh@shipownersclub.com,130105,130105,8765345,8765345,SurajRisk,SurajRisk,DREDGING (FISHING),DREDGING (FISHING),123,123,120,120,2000,2000,IND,IND,INDIA,INDIA,GOI,GOI,GOA (INDIA),GOA (INDIA),FISHING VESSELS,FISHING VESSELS,null,null,null,null,Test Case is failed
